"Municipal","County","State","F_year","","","","","","","",""
"Hopkinton","Middlesex","MA","2004",2033807000,463900,63511979,289340130,55910050,2443033059,83.3,16.7
"Hopkinton","Middlesex","MA","2005",2262951770,475900,66061799,288944197,59597590,2678031256,84.5,15.5
"Hopkinton","Middlesex","MA","2006",2430841140,490000,70549629,294729677,66014840,2862625286,84.9,15.1
"Hopkinton","Middlesex","MA","2007",2617019595,444700,85836034,307307939,70038180,3080646448,85,15
"Hopkinton","Middlesex","MA","2008",2481518475,424300,85205078,305882375,70071960,2943102188,84.3,15.7
"Hopkinton","Middlesex","MA","2009",2413188250,437200,89722846,301807959,82967430,2888123685,83.6,16.4
"Hopkinton","Middlesex","MA","2010",2343952130,368300,89454502,291956027,89164070,2814895029,83.3,16.7
"Hopkinton","Middlesex","MA","2011",2274077760,179300,87094287,274492922,91037130,2726881399,83.4,16.6
"Hopkinton","Middlesex","MA","2012",2300692023,179300,86975042,271791222,98952250,2758589837,83.4,16.6
"Hopkinton","Middlesex","MA","2013",2327605702,88800,106457809,266872055,108886290,2809910656,82.8,17.2
"Hudson","Middlesex","MA","2003",1371339350,0,126955655,198770795,20673300,1717739100,79.8,20.2
"Hudson","Middlesex","MA","2004",1646648130,0,142076670,221078400,28859900,2038663100,80.8,19.2
"Hudson","Middlesex","MA","2005",1745835005,0,143856495,222326400,29630100,2141648000,81.5,18.5
"Hudson","Middlesex","MA","2006",1994695151,0,146154849,212386400,30826800,2384063200,83.7,16.3
"Hudson","Middlesex","MA","2007",2214139390,0,168189710,233984300,30150300,2646463700,83.7,16.3
"Hudson","Middlesex","MA","2008",2143939530,0,170733170,234642800,29658000,2578973500,83.1,16.9
"Hudson","Middlesex","MA","2009",2069092230,0,172042670,240099700,39311400,2520546000,82.1,17.9
"Hudson","Middlesex","MA","2010",1891583075,0,175006525,226035400,38348000,2330973000,81.1,18.9
"Hudson","Middlesex","MA","2011",1788511365,0,185325235,216262200,45166200,2235265000,80,20
"Hudson","Middlesex","MA","2012",1739879730,0,176090170,187484000,45927300,2149381200,80.9,19.1
"Hudson","Middlesex","MA","2013",1729401159,0,169123741,177721400,41586900,2117833200,81.7,18.3
"Lexington","Middlesex","MA","2003",5186133750,0,668473250,126799000,102166560,6083572560,85.2,14.8
"Lexington","Middlesex","MA","2004",6018408000,0,646128000,125247000,121393060,6911176060,87.1,12.9
"Lexington","Middlesex","MA","2005",6275351000,0,641277000,117714000,111825360,7146167360,87.8,12.2
"Lexington","Middlesex","MA","2006",6823275250,0,621234750,116982000,124776530,7686268530,88.8,11.2
"Lexington","Middlesex","MA","2007",7135277500,0,668728500,123159000,132069580,8059234580,88.5,11.5
"Lexington","Middlesex","MA","2008",6945049000,0,680770000,152930000,150415350,7929164350,87.6,12.4
"Lexington","Middlesex","MA","2009",6991353500,0,702657500,165669000,173928130,8033608130,87,13
"Lexington","Middlesex","MA","2010",6896447750,0,634105250,178757000,182280610,7891590610,87.4,12.6
"Lexington","Middlesex","MA","2011",6953985750,0,622260250,213424000,184049190,7973719190,87.2,12.8
"Lexington","Middlesex","MA","2012",6974904000,0,631283000,235063000,185437320,8026687320,86.9,13.1
"Lexington","Middlesex","MA","2013",7196488310,0,638855290,282519000,190094160,8307956760,86.6,13.4
"Lincoln","Middlesex","MA","2003",1614056400,0,41099690,1248600,15352730,1671757420,96.5,3.5
"Lincoln","Middlesex","MA","2004",1769018160,0,42744821,2028800,16831610,1830623391,96.6,3.4
"Lincoln","Middlesex","MA","2005",1851202330,0,44961422,2193185,18128270,1916485207,96.6,3.4
"Lincoln","Middlesex","MA","2006",1946214160,0,43711005,3507960,17615410,2011048535,96.8,3.2
"Lincoln","Middlesex","MA","2007",1911152669,0,39615586,2853479,18010200,1971631934,96.9,3.1
"Lincoln","Middlesex","MA","2008",1843137634,0,36548774,2540113,20542790,1902769311,96.9,3.1
"Lincoln","Middlesex","MA","2009",1857029159,0,36909703,2398913,22676900,1919014675,96.8,3.2
"Lincoln","Middlesex","MA","2010",1783943774,0,42094676,2636900,24260880,1852936230,96.3,3.7
"Lincoln","Middlesex","MA","2011",1792773459,0,42140890,2824996,25503720,1863243065,96.2,3.8
"Lincoln","Middlesex","MA","2012",1701991289,0,38113095,2641356,27382320,1770128060,96.2,3.8
"Lincoln","Middlesex","MA","2013",1653776179,0,30680664,2543108,31500300,1718500251,96.2,3.8
"Littleton","Middlesex","MA","2003",870636174,0,51247318,163624120,37670310,1123177922,77.5,22.5
"Littleton","Middlesex","MA","2004",1030695208,0,57183301,178463050,24926680,1291268239,79.8,20.2
"Littleton","Middlesex","MA","2005",1087518724,0,58639382,174590250,22891600,1343639956,80.9,19.1
"Littleton","Middlesex","MA","2006",1150512672,0,59373445,175395950,24414510,1409696577,81.6,18.4
"Littleton","Middlesex","MA","2007",1275154235,0,65089048,159256950,21992770,1521493003,83.8,16.2
"Littleton","Middlesex","MA","2008",1265425973,0,67796365,159709650,22063340,1514995328,83.5,16.5
"Littleton","Middlesex","MA","2009",1192014847,0,67240460,170589450,28974240,1458818997,81.7,18.3
"Littleton","Middlesex","MA","2010",1156864500,0,77753444,184309300,32471630,1451398874,79.7,20.3
"Littleton","Middlesex","MA","2011",1159474875,0,77695280,205504100,42588370,1485262625,78.1,21.9
"Littleton","Middlesex","MA","2012",1166388647,0,72245927,206408400,42258940,1487301914,78.4,21.6
"Littleton","Middlesex","MA","2013",1151110972,0,70133451,199485700,45349070,1466079193,78.5,21.5
"Lowell","Middlesex","MA","2003",3210866145,0,368364755,232024600,93840723,3905096223,82.2,17.8
"Lowell","Middlesex","MA","2004",3226743930,0,368355120,231378350,96479057,3922956457,82.3,17.7
"Lowell","Middlesex","MA","2005",5302478614,0,442203086,306444100,86183909,6137309709,86.4,13.6
"Lowell","Middlesex","MA","2006",5901944445,0,472422255,320989300,103898570,6799254570,86.8,13.2
"Lowell","Middlesex","MA","2007",6191397716,0,499279434,330109650,117198060,7137984860,86.7,13.3
"Lowell","Middlesex","MA","2008",6388928181,0,559418735,393180800,135020220,7476547936,85.5,14.5
"Lowell","Middlesex","MA","2009",5925042931,0,554782840,387437820,161159320,7028422911,84.3,15.7
"Lowell","Middlesex","MA","2010",5300037070,0,546665721,370326700,173643620,6390673111,82.9,17.1
"Lowell","Middlesex","MA","2011",5069084160,0,520069815,369338140,191369010,6149861125,82.4,17.6
"Lowell","Middlesex","MA","2012",5005755943,0,526777643,361507592,201067340,6095108518,82.1,17.9
"Lowell","Middlesex","MA","2013",5005369487,0,526424699,344529092,206194580,6082517858,82.3,17.7
"Malden","Middlesex","MA","2003",2474250296,0,230304280,105538620,66922550,2877015746,86,14
"Malden","Middlesex","MA","2004",4192158689,0,347140657,163497920,67777510,4770574776,87.9,12.1
"Malden","Middlesex","MA","2005",4519066070,0,369462493,166498002,66941860,5121968425,88.2,11.8
"Malden","Middlesex","MA","2006",5050341737,0,402083864,172756537,71841970,5697024108,88.6,11.4
"Malden","Middlesex","MA","2007",5264967881,0,431772318,185534716,75358220,5957633135,88.4,11.6
"Malden","Middlesex","MA","2008",5216031998,0,426694527,183377476,81133810,5907237811,88.3,11.7
"Malden","Middlesex","MA","2009",5063123408,0,439722700,191542593,90219510,5784608211,87.5,12.5
"Malden","Middlesex","MA","2010",4414051818,0,412991823,170798860,101527320,5099369821,86.6,13.4
"Malden","Middlesex","MA","2011",4095064195,0,414684531,173024850,112166470,4794940046,85.4,14.6
"Malden","Middlesex","MA","2012",4045434816,0,410421280,167322040,113545070,4736723206,85.4,14.6
"Malden","Middlesex","MA","2013",4102621855,0,414726239,166883940,134172600,4818404634,85.1,14.9
"Marlborough","Middlesex","MA","2003",2714208831,473900,765633719,428250040,130102320,4038668810,67.2,32.8
"Marlborough","Middlesex","MA","2004",2919716128,724600,706030210,375332340,150559780,4152363058,70.3,29.7
"Marlborough","Middlesex","MA","2005",3145634510,446100,733717422,379969820,120839810,4380607662,71.8,28.2
"Marlborough","Middlesex","MA","2006",3549138630,510700,764784255,431182530,136530820,4882146935,72.7,27.3
"Marlborough","Middlesex","MA","2007",3677420708,522900,815964802,464961195,158502890,5117372495,71.9,28.1
"Marlborough","Middlesex","MA","2008",3656987094,522900,806203436,472195510,190022440,5125931380,71.4,28.6
"Marlborough","Middlesex","MA","2009",3580754183,0,947833514,455017045,197749530,5181354272,69.1,30.9
"Marlborough","Middlesex","MA","2010",3159637559,0,886199705,451382078,218899480,4716118822,67,33
"Marlborough","Middlesex","MA","2011",3068007247,0,793358677,430521396,255025790,4546913110,67.5,32.5
"Marlborough","Middlesex","MA","2012",3014994435,0,775035668,404627656,239894140,4434551899,68,32
"Marlborough","Middlesex","MA","2013",3014193456,0,800715652,386916439,258202690,4460028237,67.6,32.4
"Maynard","Middlesex","MA","2003",681950388,4311000,41155736,55192500,15228387,797838011,86,14
"Maynard","Middlesex","MA","2004",992073794,7328700,55453226,78791715,16841946,1150489381,86.9,13.1
"Maynard","Middlesex","MA","2005",1006818094,6363800,55844764,79200445,16263760,1164490863,87,13
"Maynard","Middlesex","MA","2006",1139643130,6364400,54770382,79521503,16565300,1296864715,88.4,11.6
"Maynard","Middlesex","MA","2007",1205914855,5173700,69960013,82369822,17192667,1380611057,87.7,12.3
"Maynard","Middlesex","MA","2008",1209200633,5131900,68668853,82485500,18808725,1384295611,87.7,12.3
"Maynard","Middlesex","MA","2009",1160942242,4902700,69858722,83249800,31130849,1350084313,86.4,13.6
"Maynard","Middlesex","MA","2010",1097382875,0,69263456,83951200,29245994,1279843525,85.7,14.3
"Maynard","Middlesex","MA","2011",1078732980,0,63559690,65976300,29144770,1237413740,87.2,12.8
"Maynard","Middlesex","MA","2012",1069740840,0,63529248,62265500,27793527,1223329115,87.4,12.6
"Maynard","Middlesex","MA","2013",1042848160,0,61928877,62344900,27810740,1194932677,87.3,12.7
"Medford","Middlesex","MA","2003",3437387900,0,472769300,54491000,67212488,4031860688,85.3,14.7
"Medford","Middlesex","MA","2004",5215678648,0,499188852,86977500,73247593,5875092593,88.8,11.2
"Medford","Middlesex","MA","2005",5512959319,0,519523181,92400300,74825666,6199708466,88.9,11.1
"Medford","Middlesex","MA","2006",6105517312,0,525702388,91187300,84516867,6806923867,89.7,10.3
"Medford","Middlesex","MA","2007",6539188760,0,603534640,90859900,94745720,7328329020,89.2,10.8
"Medford","Middlesex","MA","2008",6537868588,0,650775812,94882400,96944540,7380471340,88.6,11.4
"Medford","Middlesex","MA","2009",6056179812,0,659711988,95456100,103792780,6915140680,87.6,12.4
"Medford","Middlesex","MA","2010",5711770075,0,668754425,93601500,107346630,6581472630,86.8,13.2
"Medford","Middlesex","MA","2011",5565550955,0,650747645,93272000,114487520,6424058120,86.6,13.4
"Medford","Middlesex","MA","2012",5581478578,0,624804322,92612400,119860340,6418755640,87,13
"Medford","Middlesex","MA","2013",5608195443,0,624690357,93287900,127072430,6453246130,86.9,13.1
"Melrose","Middlesex","MA","2003",2388644873,0,102757526,22382600,32555389,2546340388,93.8,6.2
"Melrose","Middlesex","MA","2004",2640686753,0,107594122,23551930,33506400,2805339205,94.1,5.9
"Melrose","Middlesex","MA","2005",3249137841,0,118759847,18009340,32756400,3418663428,95,5
"Melrose","Middlesex","MA","2006",3428042792,0,118244818,16630040,33802500,3596720150,95.3,4.7
"Melrose","Middlesex","MA","2007",3571685406,0,125494953,17706780,34125530,3749012669,95.3,4.7
"Melrose","Middlesex","MA","2008",3515064847,0,127837318,18717830,36888450,3698508445,95,5
"Melrose","Middlesex","MA","2009",3379951049,0,130123716,19126230,53435880,3582636875,94.3,5.7
"Melrose","Middlesex","MA","2010",3309199082,0,130019663,17494550,62118590,3518831885,94,6
"Melrose","Middlesex","MA","2011",3304550535,0,128233135,16619459,62822350,3512225479,94.1,5.9
"Melrose","Middlesex","MA","2012",3324784060,0,126014759,17662859,65473810,3533935488,94.1,5.9
"Melrose","Middlesex","MA","2013",3357036514,0,128510893,17964071,68155840,3571667318,94,6
"Natick","Middlesex","MA","2003",3317988750,0,948247500,59704100,68445535,4394385885,75.5,24.5
"Natick","Middlesex","MA","2004",4282650500,0,1056295300,75695700,84260160,5498901660,77.9,22.1
"Natick","Middlesex","MA","2005",4307798200,0,1109907600,58706600,75540930,5551953330,77.6,22.4
"Natick","Middlesex","MA","2006",4821642700,0,1142698200,60070700,80305210,6104716810,79,21
"Natick","Middlesex","MA","2007",5231791970,0,1183005630,63004100,81646530,6559448230,79.8,20.2
"Natick","Middlesex","MA","2008",5156063400,0,1199049600,61920700,95120170,6512153870,79.2,20.8
"Natick","Middlesex","MA","2009",5089874900,0,1317594200,63207800,114351540,6585028440,77.3,22.7
"Natick","Middlesex","MA","2010",5025308180,0,1391446520,64945700,113935770,6595636170,76.2,23.8
"Natick","Middlesex","MA","2011",4833540545,0,1316668162,58702900,112135720,6321047327,76.5,23.5
"Natick","Middlesex","MA","2012",4763038360,0,1283119666,56556900,112620660,6215335586,76.6,23.4
"Natick","Middlesex","MA","2013",4779077420,0,1291280110,40213000,118400530,6228971060,76.7,23.3
"Newton","Middlesex","MA","2003",13350364729,0,1349637471,128364100,188708900,15017075200,88.9,11.1
"Newton","Middlesex","MA","2004",15105379601,0,1375012599,129889200,214760200,16825041600,89.8,10.2
"Newton","Middlesex","MA","2005",17046470917,0,1471443383,142785600,194282500,18854982400,90.4,9.6
"Newton","Middlesex","MA","2006",18038525657,0,1483823343,146829100,197645600,19866823700,90.8,9.2
"Newton","Middlesex","MA","2007",18780465279,0,1541600421,149430700,195725500,20667221900,90.9,9.1
"Newton","Middlesex","MA","2008",18478928698,0,1621831502,145408200,211461100,20457629500,90.3,9.7
"Newton","Middlesex","MA","2009",18659283807,0,1642708593,145932200,266624600,20714549200,90.1,9.9
"Newton","Middlesex","MA","2010",18384685100,0,1670748000,149224600,283174000,20487831700,89.7,10.3
"Newton","Middlesex","MA","2011",18113668363,0,1683339437,146706500,289095700,20232810000,89.5,10.5
"Newton","Middlesex","MA","2012",18276909150,0,1699625550,151446800,336017900,20463999400,89.3,10.7
"Newton","Middlesex","MA","2013",18445998977,0,1696718623,150970900,351617700,20645306200,89.3,10.7
"North Reading","Middlesex","MA","2003",1574860800,0,127067000,127555400,14629100,1844112300,85.4,14.6
"North Reading","Middlesex","MA","2004",1710551165,0,130382473,125399300,20707242,1987040180,86.1,13.9
"North Reading","Middlesex","MA","2005",2049197322,0,146558463,107348800,18905040,2322009625,88.3,11.7
"North Reading","Middlesex","MA","2006",2246723168,0,156479042,109949000,18740586,2531891796,88.7,11.3
"North Reading","Middlesex","MA","2007",2400089540,0,165233984,111294300,20775890,2697393714,89,11
"North Reading","Middlesex","MA","2008",2369537186,0,172518872,109581100,30908800,2682545958,88.3,11.7
"North Reading","Middlesex","MA","2009",2357214458,0,173578044,116313000,45820840,2692926342,87.5,12.5
"North Reading","Middlesex","MA","2010",2165114653,0,172127878,110943700,55985650,2504171881,86.5,13.5
"North Reading","Middlesex","MA","2011",2168317245,0,168032975,108636513,47234770,2492221503,87,13
"North Reading","Middlesex","MA","2012",2184000165,0,170268955,109395313,42759310,2506423743,87.1,12.9
"North Reading","Middlesex","MA","2013",2197024375,0,171793938,109674313,43903370,2522395996,87.1,12.9
"Pepperell","Middlesex","MA","2003",769822823,0,21645588,13748490,22892030,828108931,93,7
"Pepperell","Middlesex","MA","2004",779423038,0,23024716,14382800,24323440,841153994,92.7,7.3
"Pepperell","Middlesex","MA","2005",1089259689,0,28979238,17296100,15468050,1151003077,94.6,5.4
"Pepperell","Middlesex","MA","2006",1106753879,0,29269302,18240200,16286980,1170550361,94.5,5.5
"Pepperell","Middlesex","MA","2007",1209552029,0,29808755,18725100,15537030,1273622914,95,5
"Pepperell","Middlesex","MA","2008",1248007379,0,30559035,24904100,13636080,1317106594,94.8,5.2
"Pepperell","Middlesex","MA","2009",1188738270,0,29651982,24853400,15913730,1259157382,94.4,5.6
"Pepperell","Middlesex","MA","2010",1102088896,0,29707012,26758800,18582300,1177137008,93.6,6.4
"Pepperell","Middlesex","MA","2011",1089668512,0,27690943,24518600,18530380,1160408435,93.9,6.1
"Pepperell","Middlesex","MA","2012",1085593422,0,27019341,24674600,17820970,1155108333,94,6
"Pepperell","Middlesex","MA","2013",1044751604,0,26817879,23800500,17841030,1113211013,93.9,6.1
"Reading","Middlesex","MA","2003",2642978900,0,156623500,23350600,14966090,2837919090,93.1,6.9
"Reading","Middlesex","MA","2004",2923687400,0,155560000,23166300,17556310,3119970010,93.7,6.3
"Reading","Middlesex","MA","2005",3139161400,0,186339900,23298000,13434520,3362233820,93.4,6.6
"Reading","Middlesex","MA","2006",3375391500,0,219005200,22440600,15883280,3632720580,92.9,7.1
"Reading","Middlesex","MA","2007",3509857100,0,236516816,21073300,17712220,3785159436,92.7,7.3
"Reading","Middlesex","MA","2008",3468910553,0,256582400,17381100,22236690,3765110743,92.1,7.9
"Reading","Middlesex","MA","2009",3401468484,0,262919463,21161400,34298590,3719847937,91.4,8.6
"Reading","Middlesex","MA","2010",3308115508,0,270816033,21050500,45778760,3645760801,90.7,9.3
"Reading","Middlesex","MA","2011",3373086171,0,319506376,9658200,45295130,3747545877,90,10
"Reading","Middlesex","MA","2012",3389725591,0,320481055,9648700,44158260,3764013606,90.1,9.9
"Reading","Middlesex","MA","2013",3313536178,0,317324930,9653300,46123120,3686637528,89.9,10.1
"Sherborn","Middlesex","MA","2003",898629550,0,15484978,1776900,12486050,928377478,96.8,3.2
"Sherborn","Middlesex","MA","2004",922175995,0,16116450,1806300,16095700,956194445,96.4,3.6
"Sherborn","Middlesex","MA","2005",972936260,0,17515474,1896100,15802160,1008149994,96.5,3.5
"Sherborn","Middlesex","MA","2006",1135253545,0,23566824,2048000,15784900,1176653269,96.5,3.5
"Sherborn","Middlesex","MA","2007",1155743310,0,24229942,2237100,16889140,1199099492,96.4,3.6
"Sherborn","Middlesex","MA","2008",1131638969,0,23499704,2138800,17537220,1174814693,96.3,3.7
"Sherborn","Middlesex","MA","2009",1107234110,0,24123212,2351800,23101550,1156810672,95.7,4.3
"Sherborn","Middlesex","MA","2010",1064520747,0,22715355,2331100,24850440,1114417642,95.5,4.5
"Sherborn","Middlesex","MA","2011",1087926150,0,23884471,2444300,26390730,1140645651,95.4,4.6
