"","Municipal","County","State","Region","Year","No.Unemployed.Avg","No.Employed.Avg","No.Labor.Avg"
"4707","Lynn","Essex County County","MA","Lynn",1990,3065,35836,38901
"4708","Lynn","Essex County County","MA","Lynn",1991,3918,34226,38144
"4709","Lynn","Essex County County","MA","Lynn",1992,4191,33513,37704
"4710","Lynn","Essex County County","MA","Lynn",1993,2942,33663,36605
"4711","Lynn","Essex County County","MA","Lynn",1994,2702,33925,36627
"4712","Lynn","Essex County County","MA","Lynn",1995,2314,35174,37488
"4713","Lynn","Essex County County","MA","Lynn",1996,2013,35817,37830
"4714","Lynn","Essex County County","MA","Lynn",1997,1881,36774,38655
"4715","Lynn","Essex County County","MA","Lynn",1998,1594,37337,38931
"4716","Lynn","Essex County County","MA","Lynn",1999,1628,37553,39181
"4717","Lynn","Essex County County","MA","Lynn",2000,1355,40582,41937
"4718","Lynn","Essex County County","MA","Lynn",2001,1841,40651,42492
"4719","Lynn","Essex County County","MA","Lynn",2002,2676,40169,42845
"4720","Lynn","Essex County County","MA","Lynn",2003,3165,39714,42879
"4721","Lynn","Essex County County","MA","Lynn",2004,2784,39330,42114
"4722","Lynn","Essex County County","MA","Lynn",2005,2579,39095,41674
"4723","Lynn","Essex County County","MA","Lynn",2006,2487,39212,41699
"4724","Lynn","Essex County County","MA","Lynn",2007,2263,38969,41232
"4725","Lynn","Essex County County","MA","Lynn",2008,2660,38947,41607
"4726","Lynn","Essex County County","MA","Lynn",2009,3994,38032,42026
"4727","Lynn","Essex County County","MA","Lynn",2010,4009,39332,43341
"4728","Lynn","Essex County County","MA","Lynn",2011,3640,39788,43428
"4729","Lynn","Essex County County","MA","Lynn",2012,3438,40094,43532
"4730","Lynnfield","Essex County County","MA","Lynnfield",1990,235,5750,5985
"4731","Lynnfield","Essex County County","MA","Lynnfield",1991,318,5556,5874
"4732","Lynnfield","Essex County County","MA","Lynnfield",1992,397,5520,5917
"4733","Lynnfield","Essex County County","MA","Lynnfield",1993,331,5634,5965
"4734","Lynnfield","Essex County County","MA","Lynnfield",1994,254,5762,6016
"4735","Lynnfield","Essex County County","MA","Lynnfield",1995,225,5760,5985
"4736","Lynnfield","Essex County County","MA","Lynnfield",1996,158,5883,6041
"4737","Lynnfield","Essex County County","MA","Lynnfield",1997,161,6045,6206
"4738","Lynnfield","Essex County County","MA","Lynnfield",1998,130,6190,6320
"4739","Lynnfield","Essex County County","MA","Lynnfield",1999,132,6251,6383
"4740","Lynnfield","Essex County County","MA","Lynnfield",2000,122,5671,5793
"4741","Lynnfield","Essex County County","MA","Lynnfield",2001,166,5679,5845
"4742","Lynnfield","Essex County County","MA","Lynnfield",2002,247,5597,5844
"4743","Lynnfield","Essex County County","MA","Lynnfield",2003,295,5520,5815
"4744","Lynnfield","Essex County County","MA","Lynnfield",2004,265,5494,5759
"4745","Lynnfield","Essex County County","MA","Lynnfield",2005,228,5512,5740
"4746","Lynnfield","Essex County County","MA","Lynnfield",2006,216,5335,5551
"4747","Lynnfield","Essex County County","MA","Lynnfield",2007,205,5379,5584
"4748","Lynnfield","Essex County County","MA","Lynnfield",2008,259,5406,5665
"4749","Lynnfield","Essex County County","MA","Lynnfield",2009,400,5481,5881
"4750","Lynnfield","Essex County County","MA","Lynnfield",2010,382,5362,5744
"4751","Lynnfield","Essex County County","MA","Lynnfield",2011,313,5427,5740
"4752","Lynnfield","Essex County County","MA","Lynnfield",2012,282,5487,5769
"4753","Malden","Middlesex County County","MA","Malden",1990,1886,28567,30453
"4754","Malden","Middlesex County County","MA","Malden",1991,2612,27480,30092
"4755","Malden","Middlesex County County","MA","Malden",1992,2649,27163,29812
"4756","Malden","Middlesex County County","MA","Malden",1993,2059,26729,28788
"4757","Malden","Middlesex County County","MA","Malden",1994,1749,26909,28658
"4758","Malden","Middlesex County County","MA","Malden",1995,1717,27683,29400
"4759","Malden","Middlesex County County","MA","Malden",1996,1299,28120,29419
"4760","Malden","Middlesex County County","MA","Malden",1997,1230,28764,29994
"4761","Malden","Middlesex County County","MA","Malden",1998,1006,29065,30071
"4762","Malden","Middlesex County County","MA","Malden",1999,1032,29194,30226
"4763","Malden","Middlesex County County","MA","Malden",2000,808,30867,31675
"4764","Malden","Middlesex County County","MA","Malden",2001,1165,30679,31844
"4765","Malden","Middlesex County County","MA","Malden",2002,1681,29984,31665
"4766","Malden","Middlesex County County","MA","Malden",2003,1940,29383,31323
"4767","Malden","Middlesex County County","MA","Malden",2004,1621,29196,30817
"4768","Malden","Middlesex County County","MA","Malden",2005,1471,29789,31260
"4769","Malden","Middlesex County County","MA","Malden",2006,1435,29257,30692
"4770","Malden","Middlesex County County","MA","Malden",2007,1348,29459,30807
"4771","Malden","Middlesex County County","MA","Malden",2008,1668,29389,31057
"4772","Malden","Middlesex County County","MA","Malden",2009,2494,28566,31060
"4773","Malden","Middlesex County County","MA","Malden",2010,2592,30702,33294
"4774","Malden","Middlesex County County","MA","Malden",2011,2245,31155,33400
"4775","Malden","Middlesex County County","MA","Malden",2012,1985,31496,33481
"4776","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1990,112,2782,2894
"4777","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1991,165,2723,2888
"4778","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1992,178,2728,2906
"4779","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1993,137,2752,2889
"4780","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1994,101,2815,2916
"4781","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1995,86,2779,2865
"4782","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1996,82,2836,2918
"4783","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1997,84,2928,3012
"4784","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1998,63,3019,3082
"4785","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",1999,58,3048,3106
"4786","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2000,57,2714,2771
"4787","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2001,81,2722,2803
"4788","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2002,122,2683,2805
"4789","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2003,135,2664,2799
"4790","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2004,120,2676,2796
"4791","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2005,93,2689,2782
"4792","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2006,99,2575,2674
"4793","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2007,90,2584,2674
"4794","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2008,107,2578,2685
"4795","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2009,173,2502,2675
"4796","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2010,180,2507,2687
"4797","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2011,144,2538,2682
"4798","Manchester-by-the-Sea","Essex County County","MA","Manchester-by-the-Sea",2012,153,2566,2719
"4799","Mansfield","Bristol County County","MA","Mansfield",1990,664,9252,9916
"4800","Mansfield","Bristol County County","MA","Mansfield",1991,729,9251,9980
"4801","Mansfield","Bristol County County","MA","Mansfield",1992,812,9539,10351
"4802","Mansfield","Bristol County County","MA","Mansfield",1993,643,10099,10742
"4803","Mansfield","Bristol County County","MA","Mansfield",1994,595,10482,11077
"4804","Mansfield","Bristol County County","MA","Mansfield",1995,548,10218,10766
"4805","Mansfield","Bristol County County","MA","Mansfield",1996,397,10513,10910
"4806","Mansfield","Bristol County County","MA","Mansfield",1997,388,10851,11239
"4807","Mansfield","Bristol County County","MA","Mansfield",1998,315,11227,11542
"4808","Mansfield","Bristol County County","MA","Mansfield",1999,289,11509,11798
"4809","Mansfield","Bristol County County","MA","Mansfield",2000,299,11973,12272
"4810","Mansfield","Bristol County County","MA","Mansfield",2001,413,12024,12437
"4811","Mansfield","Bristol County County","MA","Mansfield",2002,620,11918,12538
"4812","Mansfield","Bristol County County","MA","Mansfield",2003,676,11834,12510
"4813","Mansfield","Bristol County County","MA","Mansfield",2004,566,11791,12357
"4814","Mansfield","Bristol County County","MA","Mansfield",2005,507,11911,12418
"4815","Mansfield","Bristol County County","MA","Mansfield",2006,518,11728,12246
"4816","Mansfield","Bristol County County","MA","Mansfield",2007,476,12013,12489
"4817","Mansfield","Bristol County County","MA","Mansfield",2008,592,12208,12800
"4818","Mansfield","Bristol County County","MA","Mansfield",2009,914,11797,12711
"4819","Mansfield","Bristol County County","MA","Mansfield",2010,916,11640,12556
"4820","Mansfield","Bristol County County","MA","Mansfield",2011,814,11704,12518
"4821","Mansfield","Bristol County County","MA","Mansfield",2012,728,11833,12561
"4822","Marblehead","Essex County County","MA","Marblehead",1990,491,11280,11771
"4823","Marblehead","Essex County County","MA","Marblehead",1991,699,11060,11759
"4824","Marblehead","Essex County County","MA","Marblehead",1992,663,11060,11723
"4825","Marblehead","Essex County County","MA","Marblehead",1993,541,11256,11797
"4826","Marblehead","Essex County County","MA","Marblehead",1994,443,11479,11922
"4827","Marblehead","Essex County County","MA","Marblehead",1995,382,11132,11514
"4828","Marblehead","Essex County County","MA","Marblehead",1996,281,11341,11622
"4829","Marblehead","Essex County County","MA","Marblehead",1997,266,11623,11889
"4830","Marblehead","Essex County County","MA","Marblehead",1998,246,11791,12037
"4831","Marblehead","Essex County County","MA","Marblehead",1999,227,11885,12112
"4832","Marblehead","Essex County County","MA","Marblehead",2000,220,11089,11309
"4833","Marblehead","Essex County County","MA","Marblehead",2001,339,11101,11440
"4834","Marblehead","Essex County County","MA","Marblehead",2002,505,10958,11463
"4835","Marblehead","Essex County County","MA","Marblehead",2003,496,10820,11316
"4836","Marblehead","Essex County County","MA","Marblehead",2004,441,10693,11134
"4837","Marblehead","Essex County County","MA","Marblehead",2005,405,10674,11079
"4838","Marblehead","Essex County County","MA","Marblehead",2006,382,10768,11150
"4839","Marblehead","Essex County County","MA","Marblehead",2007,361,10705,11066
"4840","Marblehead","Essex County County","MA","Marblehead",2008,435,10673,11108
"4841","Marblehead","Essex County County","MA","Marblehead",2009,693,10360,11053
"4842","Marblehead","Essex County County","MA","Marblehead",2010,639,10301,10940
"4843","Marblehead","Essex County County","MA","Marblehead",2011,550,10421,10971
"4844","Marblehead","Essex County County","MA","Marblehead",2012,556,10501,11057
"4845","Marion","Plymouth County County","MA","Marion",1990,152,2140,2292
"4846","Marion","Plymouth County County","MA","Marion",1991,199,2139,2338
"4847","Marion","Plymouth County County","MA","Marion",1992,188,2133,2321
"4848","Marion","Plymouth County County","MA","Marion",1993,151,2224,2375
"4849","Marion","Plymouth County County","MA","Marion",1994,156,2324,2480
"4850","Marion","Plymouth County County","MA","Marion",1995,144,2270,2414
"4851","Marion","Plymouth County County","MA","Marion",1996,135,2301,2436
"4852","Marion","Plymouth County County","MA","Marion",1997,121,2415,2536
"4853","Marion","Plymouth County County","MA","Marion",1998,82,2459,2541
"4854","Marion","Plymouth County County","MA","Marion",1999,96,2511,2607
"4855","Marion","Plymouth County County","MA","Marion",2000,64,2817,2881
"4856","Marion","Plymouth County County","MA","Marion",2001,74,2863,2937
"4857","Marion","Plymouth County County","MA","Marion",2002,115,2927,3042
"4858","Marion","Plymouth County County","MA","Marion",2003,128,2978,3106
"4859","Marion","Plymouth County County","MA","Marion",2004,119,3023,3142
"4860","Marion","Plymouth County County","MA","Marion",2005,107,3041,3148
"4861","Marion","Plymouth County County","MA","Marion",2006,116,3051,3167
"4862","Marion","Plymouth County County","MA","Marion",2007,106,3029,3135
"4863","Marion","Plymouth County County","MA","Marion",2008,139,2985,3124
"4864","Marion","Plymouth County County","MA","Marion",2009,191,2921,3112
"4865","Marion","Plymouth County County","MA","Marion",2010,195,2805,3000
"4866","Marion","Plymouth County County","MA","Marion",2011,188,2816,3004
"4867","Marion","Plymouth County County","MA","Marion",2012,159,2863,3022
"4868","Marlborough","Middlesex County County","MA","Marlborough",1990,1092,18008,19100
"4869","Marlborough","Middlesex County County","MA","Marlborough",1991,1511,17543,19054
"4870","Marlborough","Middlesex County County","MA","Marlborough",1992,1541,17478,19019
"4871","Marlborough","Middlesex County County","MA","Marlborough",1993,1289,17887,19176
"4872","Marlborough","Middlesex County County","MA","Marlborough",1994,1059,18453,19512
"4873","Marlborough","Middlesex County County","MA","Marlborough",1995,990,18331,19321
"4874","Marlborough","Middlesex County County","MA","Marlborough",1996,716,18764,19480
"4875","Marlborough","Middlesex County County","MA","Marlborough",1997,661,19307,19968
"4876","Marlborough","Middlesex County County","MA","Marlborough",1998,571,19632,20203
"4877","Marlborough","Middlesex County County","MA","Marlborough",1999,623,19829,20452
"4878","Marlborough","Middlesex County County","MA","Marlborough",2000,492,21229,21721
"4879","Marlborough","Middlesex County County","MA","Marlborough",2001,730,21900,22630
"4880","Marlborough","Middlesex County County","MA","Marlborough",2002,1164,21488,22652
"4881","Marlborough","Middlesex County County","MA","Marlborough",2003,1218,21032,22250
"4882","Marlborough","Middlesex County County","MA","Marlborough",2004,944,21068,22012
"4883","Marlborough","Middlesex County County","MA","Marlborough",2005,895,21257,22152
"4884","Marlborough","Middlesex County County","MA","Marlborough",2006,853,21732,22585
"4885","Marlborough","Middlesex County County","MA","Marlborough",2007,819,22000,22819
"4886","Marlborough","Middlesex County County","MA","Marlborough",2008,979,22123,23102
"4887","Marlborough","Middlesex County County","MA","Marlborough",2009,1522,21393,22915
"4888","Marlborough","Middlesex County County","MA","Marlborough",2010,1521,21194,22715
"4889","Marlborough","Middlesex County County","MA","Marlborough",2011,1263,21398,22661
"4890","Marlborough","Middlesex County County","MA","Marlborough",2012,1233,21593,22826
"4891","Marshfield","Plymouth County County","MA","Marshfield",1990,796,11489,12285
"4892","Marshfield","Plymouth County County","MA","Marshfield",1991,1071,11306,12377
