"Municipal","State","C_year","Industry.Title","Average.Monthly.Employment","Average.Weekly.Wage","Number.of.Employer.Establishments.in.the.Industry..reporting.units.","Total.Wages.Paid.to.All.Workers.in.the.Industry"
"Millbury","MA",2011,"Total, All Industries",5177,689,346,185442745
"Millis","MA",2011,"Total, All Industries",1732,635,228,57232165
"Millville","MA",2011,"Total, All Industries",309,438,52,7034439
"Milton","MA",2011,"Total, All Industries",5441,866,510,245061777
"Monroe","MA",2011,"Total, All Industries",44,817,6,1870377
"Monson","MA",2011,"Total, All Industries",1290,789,207,52954189
"Montague","MA",2011,"Total, All Industries",2728,735,243,104241966
"Monterey","MA",2011,"Total, All Industries",161,506,31,4233419
"Montgomery","MA",2011,"Total, All Industries",35,293,11,533220
"Mount Washington","MA",2011,"Total, All Industries",13,333,5,225094
"Nahant","MA",2011,"Total, All Industries",439,644,78,14694191
"Nantucket","MA",2011,"Total, All Industries",5721,913,1036,271549916
"Natick","MA",2011,"Total, All Industries",22937,1137,1495,1355605069
"Needham","MA",2011,"Total, All Industries",18514,1675,1405,1612703181
"New Ashford","MA",2011,"Total, All Industries",37,406,7,780241
"New Bedford","MA",2011,"Total, All Industries",36536,804,3062,1527313011
"New Braintree","MA",2011,"Total, All Industries",260,1243,25,16807996
"New Marlborough","MA",2011,"Total, All Industries",403,643,54,13475640
"New Salem","MA",2011,"Total, All Industries",144,604,31,4519747
"Newbury","MA",2011,"Total, All Industries",1390,793,190,57296680
"Newburyport","MA",2011,"Total, All Industries",10603,915,899,504570492
"Newton","MA",2011,"Total, All Industries",53795,1179,3833,3298169321
"Norfolk","MA",2011,"Total, All Industries",3035,983,293,155188856
"North Adams","MA",2011,"Total, All Industries",6092,701,421,221944983
"North Andover","MA",2011,"Total, All Industries",13758,1013,1012,724381820
"North Attleborough","MA",2011,"Total, All Industries",11641,614,932,371414693
"North Brookfield","MA",2011,"Total, All Industries",906,735,91,34650404
"North Reading","MA",2011,"Total, All Industries",7282,1159,534,438730883
"Northampton","MA",2011,"Total, All Industries",18016,811,1207,759410019
"Northborough","MA",2011,"Total, All Industries",6906,1033,553,371081535
"Northbridge","MA",2011,"Total, All Industries",5276,684,319,187542034
"Northfield","MA",2011,"Total, All Industries",901,690,66,32329643
"Norton","MA",2011,"Total, All Industries",6245,889,460,288730660
"Norwell","MA",2011,"Total, All Industries",7946,1125,570,464672523
"Norwood","MA",2011,"Total, All Industries",24691,1182,1290,1517815837
"Oak Bluffs","MA",2011,"Total, All Industries",1682,731,225,63978458
"Oakham","MA",2011,"Total, All Industries",190,670,35,6622332
"Orange","MA",2011,"Total, All Industries",1926,657,222,65831506
"Orleans","MA",2011,"Total, All Industries",4008,713,451,148566669
"Otis","MA",2011,"Total, All Industries",343,603,53,10749104
"Oxford","MA",2011,"Total, All Industries",4299,827,355,184771619
"Palmer","MA",2011,"Total, All Industries",5076,790,426,208532358
"Paxton","MA",2011,"Total, All Industries",800,643,90,26754371
"Peabody","MA",2011,"Total, All Industries",24117,898,1512,1125715352
"Pelham","MA",2011,"Total, All Industries",116,561,30,3384624
"Pembroke","MA",2011,"Total, All Industries",5387,794,559,222446837
"Pepperell","MA",2011,"Total, All Industries",1432,721,257,53668629
"Petersham","MA",2011,"Total, All Industries",125,547,37,3552704
"Phillipston","MA",2011,"Total, All Industries",168,340,27,2971577
"Pittsfield","MA",2011,"Total, All Industries",25259,889,1656,1167708465
"Plainfield","MA",2011,"Total, All Industries",51,465,20,1233271
"Plainville","MA",2011,"Total, All Industries",3971,676,347,139498729
"Plymouth","MA",2011,"Total, All Industries",23076,853,1672,1023395327
"Plympton","MA",2011,"Total, All Industries",360,767,69,14364678
"Princeton","MA",2011,"Total, All Industries",863,436,81,19574238
"Provincetown","MA",2011,"Total, All Industries",2488,644,458,83270067
"Quincy","MA",2011,"Total, All Industries",45824,1055,3889,2514855068
"Randolph","MA",2011,"Total, All Industries",8024,844,700,352066955
"Raynham","MA",2011,"Total, All Industries",9125,894,560,424312724
"Reading","MA",2011,"Total, All Industries",7037,752,582,275254492
"Rehoboth","MA",2011,"Total, All Industries",1514,747,308,58846409
"Revere","MA",2011,"Total, All Industries",8891,644,822,297795614
"Richmond","MA",2011,"Total, All Industries",226,538,44,6319199
"Rochester","MA",2011,"Total, All Industries",676,779,123,27391996
"Rockland","MA",2011,"Total, All Industries",7328,1299,533,494887093
"Rockport","MA",2011,"Total, All Industries",1259,648,217,42429717
"Rowe","MA",2011,"Total, All Industries",176,558,21,5108171
"Rowley","MA",2011,"Total, All Industries",2583,781,245,104846974
"Royalston","MA",2011,"Total, All Industries",135,377,20,2648037
"Russell","MA",2011,"Total, All Industries",175,729,32,6634944
"Rutland","MA",2011,"Total, All Industries",1071,672,146,37421667
"Salem","MA",2011,"Total, All Industries",19417,841,1341,849228582
"Salisbury","MA",2011,"Total, All Industries",2872,762,344,113793381
"Sandisfield","MA",2011,"Total, All Industries",172,571,28,5107615
"Sandwich","MA",2011,"Total, All Industries",5296,731,638,201201224
"Saugus","MA",2011,"Total, All Industries",10359,554,827,298572147
"Scituate","MA",2011,"Total, All Industries",3364,746,465,130541910
"Seekonk","MA",2011,"Total, All Industries",7610,601,620,237817676
"Sharon","MA",2011,"Total, All Industries",3343,961,460,167092453
"Sheffield","MA",2011,"Total, All Industries",1532,752,162,59911639
"Shelburne","MA",2011,"Total, All Industries",717,572,138,21309054
"Sherborn","MA",2011,"Total, All Industries",624,822,152,26678083
"Shirley","MA",2011,"Total, All Industries",2534,1082,163,142636397
"Shrewsbury","MA",2011,"Total, All Industries",12919,864,906,580232106
"Shutesbury","MA",2011,"Total, All Industries",134,579,30,4033942
"Somerset","MA",2011,"Total, All Industries",4676,741,407,180236234
"Somerville","MA",2011,"Total, All Industries",22402,801,1646,932994616
"South Hadley","MA",2011,"Total, All Industries",4398,765,353,174923989
"Southampton","MA",2011,"Total, All Industries",1042,580,126,31402738
"Southborough","MA",2011,"Total, All Industries",7387,1392,424,534721327
"Southbridge","MA",2011,"Total, All Industries",5592,818,486,237717137
"Southwick","MA",2011,"Total, All Industries",2558,649,284,86393617
"Spencer","MA",2011,"Total, All Industries",2999,758,269,118259830
"Springfield","MA",2011,"Total, All Industries",74205,949,6044,3661368921
"Sterling","MA",2011,"Total, All Industries",2451,793,250,101110764
"Stockbridge","MA",2011,"Total, All Industries",1594,690,95,57163540
"Stoneham","MA",2011,"Total, All Industries",7031,909,703,332500442
"Stoughton","MA",2011,"Total, All Industries",12724,973,1019,644072557
"Stow","MA",2011,"Total, All Industries",1947,1054,210,106710205
"Sturbridge","MA",2011,"Total, All Industries",4754,615,347,152044137
"Sudbury","MA",2011,"Total, All Industries",7375,1299,660,498017433
"Sunderland","MA",2011,"Total, All Industries",788,844,86,34594050
"Sutton","MA",2011,"Total, All Industries",2232,786,226,91187440
"Swampscott","MA",2011,"Total, All Industries",3448,735,364,131747306
"Swansea","MA",2011,"Total, All Industries",4904,578,522,147438188
"Taunton","MA",2011,"Total, All Industries",23488,923,1465,1127663134
"Templeton","MA",2011,"Total, All Industries",1704,797,124,70636278
"Tewksbury","MA",2011,"Total, All Industries",14942,1344,872,1044028771
"Tisbury","MA",2011,"Total, All Industries",2619,891,414,121279663
"Tolland","MA",2011,"Total, All Industries",32,485,8,806842
"Topsfield","MA",2011,"Total, All Industries",2430,918,285,115955100
"Townsend","MA",2011,"Total, All Industries",1906,717,191,71062603
"Truro","MA",2011,"Total, All Industries",532,719,122,19884568
"Tyngsborough","MA",2011,"Total, All Industries",4288,824,376,183744916
"Tyringham","MA",2011,"Total, All Industries",21,500,4,546447
"Upton","MA",2011,"Total, All Industries",1124,861,194,50328680
"Uxbridge","MA",2011,"Total, All Industries",3085,758,351,121571880
"Wakefield","MA",2011,"Total, All Industries",13755,1208,1007,863826109
"Wales","MA",2011,"Total, All Industries",146,590,33,4475494
"Walpole","MA",2011,"Total, All Industries",10330,954,836,512248738
"Waltham","MA",2011,"Total, All Industries",54601,1741,2613,4944435077
"Ware","MA",2011,"Total, All Industries",2647,743,256,102276394
"Wareham","MA",2011,"Total, All Industries",8590,700,667,312469503
"Warren","MA",2011,"Total, All Industries",610,811,85,25736729
"Warwick","MA",2011,"Total, All Industries",38,521,11,1030074
"Washington","MA",2011,"Total, All Industries",74,467,18,1796134
"Watertown","MA",2011,"Total, All Industries",19193,1196,1135,1193940870
"Wayland","MA",2011,"Total, All Industries",3319,877,427,151290460
"Webster","MA",2011,"Total, All Industries",6619,787,447,270903200
"Wellesley","MA",2011,"Total, All Industries",16106,1443,1462,1208280796
"Wellfleet","MA",2011,"Total, All Industries",1096,691,178,39369085
"Wendell","MA",2011,"Total, All Industries",92,231,19,1105759
"Wenham","MA",2011,"Total, All Industries",955,801,99,39754146
"West Boylston","MA",2011,"Total, All Industries",3731,776,279,150566500
"West Bridgewater","MA",2011,"Total, All Industries",5699,988,382,292895050
"West Brookfield","MA",2011,"Total, All Industries",873,620,89,28132000
"West Newbury","MA",2011,"Total, All Industries",660,859,104,29481482
"West Springfield","MA",2011,"Total, All Industries",17077,735,1194,652583069
"West Stockbridge","MA",2011,"Total, All Industries",217,609,64,6871196
"West Tisbury","MA",2011,"Total, All Industries",757,848,128,33391705
"Westborough","MA",2011,"Total, All Industries",24905,1307,1033,1692169181
"Westfield","MA",2011,"Total, All Industries",16903,803,1139,705980349
"Westford","MA",2011,"Total, All Industries",11997,1509,689,941292673
"Westhampton","MA",2011,"Total, All Industries",309,679,37,10903917
"Westminster","MA",2011,"Total, All Industries",2533,977,206,128720839
"Weston","MA",2011,"Total, All Industries",4494,1045,432,244238102
"Westport","MA",2011,"Total, All Industries",3440,662,512,118418938
"Westwood","MA",2011,"Total, All Industries",9251,1457,522,701033217
"Weymouth","MA",2011,"Total, All Industries",18103,929,1386,874979963
"Whately","MA",2011,"Total, All Industries",963,308,50,15413837
"Whitman","MA",2011,"Total, All Industries",3138,703,302,114731807
"Wilbraham","MA",2011,"Total, All Industries",4439,741,372,171123757
"Williamsburg","MA",2011,"Total, All Industries",588,524,92,16008446
"Williamstown","MA",2011,"Total, All Industries",3848,840,277,168018328
"Wilmington","MA",2011,"Total, All Industries",18563,1349,882,1302560073
"Winchendon","MA",2011,"Total, All Industries",1595,625,207,51838577
"Winchester","MA",2011,"Total, All Industries",8400,962,694,420023765
"Windsor","MA",2011,"Total, All Industries",35,776,13,1413108
"Winthrop","MA",2011,"Total, All Industries",1798,656,306,61347196
"Woburn","MA",2011,"Total, All Industries",40066,1196,2330,2492821510
"Worcester","MA",2011,"Total, All Industries",96671,982,5093,4937586673
"Worthington","MA",2011,"Total, All Industries",176,575,35,5260147
"Wrentham","MA",2011,"Total, All Industries",6454,612,478,205297700
"Yarmouth","MA",2011,"Total, All Industries",8210,750,783,320045510
"Abington","MA",2012,"Total, All Industries",3903,721,353,146281639
"Acton","MA",2012,"Total, All Industries",9837,1050,809,537030757
"Acushnet","MA",2012,"Total, All Industries",1177,707,190,43249021
"Adams","MA",2012,"Total, All Industries",1813,731,227,68917185
"Agawam","MA",2012,"Total, All Industries",11953,806,772,500699686
"Amesbury","MA",2012,"Total, All Industries",4778,822,462,204237627
"Amherst","MA",2012,"Total, All Industries",15595,868,952,703879125
"Andover","MA",2012,"Total, All Industries",33916,1612,1195,2842281090
"Aquinnah","MA",2012,"Total, All Industries",81,820,8,3452921
"Arlington","MA",2012,"Total, All Industries",8432,844,1038,369901469
"Ashburnham","MA",2012,"Total, All Industries",982,797,118,40702842
"Ashby","MA",2012,"Total, All Industries",312,606,77,9836939
"Ashfield","MA",2012,"Total, All Industries",245,459,43,5842052
"Ashland","MA",2012,"Total, All Industries",4739,841,432,207273188
"Athol","MA",2012,"Total, All Industries",3433,710,273,126734952
"Attleboro","MA",2012,"Total, All Industries",16405,877,1086,747732935
"Auburn","MA",2012,"Total, All Industries",10332,817,631,439118164
"Avon","MA",2012,"Total, All Industries",5254,1059,268,289452533
"Ayer","MA",2012,"Total, All Industries",7160,1127,358,419576185
"Barnstable","MA",2012,"Total, All Industries",26836,830,2178,1158701714
"Barre","MA",2012,"Total, All Industries",1244,744,127,48131068
"Becket","MA",2012,"Total, All Industries",406,594,46,12549423
"Bedford","MA",2012,"Total, All Industries",20614,1794,672,1923558021
"Belchertown","MA",2012,"Total, All Industries",2649,649,307,89383346
"Bellingham","MA",2012,"Total, All Industries",5812,701,447,211801467
"Belmont","MA",2012,"Total, All Industries",6903,922,691,330882440
"Berkley","MA",2012,"Total, All Industries",587,700,111,21359126
"Berlin","MA",2012,"Total, All Industries",477,698,82,17310343
"Bernardston","MA",2012,"Total, All Industries",532,532,57,14730431
"Beverly","MA",2012,"Total, All Industries",22082,1128,1433,1295287418
"Billerica","MA",2012,"Total, All Industries",20892,1305,1191,1417370615
"Blackstone","MA",2012,"Total, All Industries",1112,707,154,40870028
"Blandford","MA",2012,"Total, All Industries",213,277,16,3063841
"Bolton","MA",2012,"Total, All Industries",1312,1047,145,71432508
"Boston","MA",2012,"Total, All Industries",570888,1585,21826,47066367537
"Bourne","MA",2012,"Total, All Industries",7578,825,705,325203736
"Boxborough","MA",2012,"Total, All Industries",4248,2564,188,566449174
"Boxford","MA",2012,"Total, All Industries",799,956,162,39709106
"Boylston","MA",2012,"Total, All Industries",1687,869,153,76250214
"Braintree","MA",2012,"Total, All Industries",26966,966,1585,1354928480
"Brewster","MA",2012,"Total, All Industries",2640,637,306,87380478
"Bridgewater","MA",2012,"Total, All Industries",8135,899,530,380299634
"Brimfield","MA",2012,"Total, All Industries",491,707,83,18045634
"Brockton","MA",2012,"Total, All Industries",37785,859,2439,1688469695
"Brookfield","MA",2012,"Total, All Industries",479,590,67,14698128
"Brookline","MA",2012,"Total, All Industries",16230,1276,1708,1077044520
"Buckland","MA",2012,"Total, All Industries",369,557,35,10690242
"Burlington","MA",2012,"Total, All Industries",39773,1676,1618,3467053668
"Cambridge","MA",2012,"Total, All Industries",108330,1850,4421,10419037002
"Canton","MA",2012,"Total, All Industries",21052,1316,1034,1440690327
"Carlisle","MA",2012,"Total, All Industries",697,1161,141,42087795
"Carver","MA",2012,"Total, All Industries",2863,703,238,104651613
"Charlemont","MA",2012,"Total, All Industries",446,346,44,8016258
"Charlton","MA",2012,"Total, All Industries",3865,816,293,164030528
"Chatham","MA",2012,"Total, All Industries",2943,734,384,112377191
"Chelmsford","MA",2012,"Total, All Industries",22118,1377,1155,1584090191
"Chelsea","MA",2012,"Total, All Industries",14143,867,759,637609205
"Cheshire","MA",2012,"Total, All Industries",586,789,60,24050988
"Chester","MA",2012,"Total, All Industries",98,622,21,3168392
"Chesterfield","MA",2012,"Total, All Industries",159,500,24,4136436
"Chicopee","MA",2012,"Total, All Industries",18730,783,1387,762232298
"Chilmark","MA",2012,"Total, All Industries",299,727,57,11304929
"Clarksburg","MA",2012,"Total, All Industries",196,527,27,5366850
"Clinton","MA",2012,"Total, All Industries",4398,884,334,202249614
"Cohasset","MA",2012,"Total, All Industries",2625,684,309,93419503
"Colrain","MA",2012,"Total, All Industries",182,656,37,6212814
"Concord","MA",2012,"Total, All Industries",11578,1258,921,757269098
"Conway","MA",2012,"Total, All Industries",200,557,39,5794347
"Cummington","MA",2012,"Total, All Industries",201,593,26,6194430
"Dalton","MA",2012,"Total, All Industries",2118,928,157,102153455
"Danvers","MA",2012,"Total, All Industries",25675,966,1230,1289438813
"Dartmouth","MA",2012,"Total, All Industries",15682,739,1006,602398519
"Dedham","MA",2012,"Total, All Industries",16147,885,950,742880615
