Municipal,County,State,Region,Five.Year.Range,Median.Rent.2018.Dollar,Rent.Margin.of.Error.2018.Dollar
Hawley,Franklin County,MA,Hawley,2010-2014,628,210
Hawley,Franklin County,MA,Hawley,2013-2017,579,36
Hawley,Franklin County,MA,Hawley,2006-2010,930,407
Heath,Franklin County,MA,Heath,2007-2011,586,414
Heath,Franklin County,MA,Heath,2010-2014,769,69
Heath,Franklin County,MA,Heath,2013-2017,780,116
Heath,Franklin County,MA,Heath,2018,-666666666,-222222222
Heath,Franklin County,MA,Heath,2011-2015,768,73
Heath,Franklin County,MA,Heath,2008-2012,490,507
Heath,Franklin County,MA,Heath,2009-2013,759,538
Heath,Franklin County,MA,Heath,2006-2010,500,241
Heath,Franklin County,MA,Heath,2012-2016,795,97
Hingham,Plymouth County,MA,Hingham,2007-2011,1787,115
Hingham,Plymouth County,MA,Hingham,2008-2012,1795,121
Hingham,Plymouth County,MA,Hingham,2010-2014,1895,95
Hingham,Plymouth County,MA,Hingham,2009-2013,1887,71
Hingham,Plymouth County,MA,Hingham,2013-2017,2145,152
Hingham,Plymouth County,MA,Hingham,2018,2082,123
Hingham,Plymouth County,MA,Hingham,2011-2015,1949,166
Hingham,Plymouth County,MA,Hingham,2006-2010,1718,178
Hingham,Plymouth County,MA,Hingham,2012-2016,2036,224
Hinsdale,Berkshire County,MA,Hinsdale,2008-2012,641,200
Hinsdale,Berkshire County,MA,Hinsdale,2011-2015,606,237
Hinsdale,Berkshire County,MA,Hinsdale,2012-2016,624,99
Hinsdale,Berkshire County,MA,Hinsdale,2018,707,158
Hinsdale,Berkshire County,MA,Hinsdale,2006-2010,683,169
Hinsdale,Berkshire County,MA,Hinsdale,2010-2014,645,390
Hinsdale,Berkshire County,MA,Hinsdale,2009-2013,632,108
Hinsdale,Berkshire County,MA,Hinsdale,2007-2011,639,238
Hinsdale,Berkshire County,MA,Hinsdale,2013-2017,612,162
Holbrook,Norfolk County,MA,Holbrook,2010-2014,972,297
Holbrook,Norfolk County,MA,Holbrook,2008-2012,1171,360
Holbrook,Norfolk County,MA,Holbrook,2013-2017,891,177
Holbrook,Norfolk County,MA,Holbrook,2009-2013,1156,263
Holbrook,Norfolk County,MA,Holbrook,2018,786,109
Holbrook,Norfolk County,MA,Holbrook,2006-2010,1024,144
Holbrook,Norfolk County,MA,Holbrook,2011-2015,854,273
Holbrook,Norfolk County,MA,Holbrook,2012-2016,948,151
Holbrook,Norfolk County,MA,Holbrook,2007-2011,1040,173
Holden,Worcester County,MA,Holden,2006-2010,941,98
Holden,Worcester County,MA,Holden,2018,1046,114
Holden,Worcester County,MA,Holden,2011-2015,1008,72
Holden,Worcester County,MA,Holden,2010-2014,969,60
Holden,Worcester County,MA,Holden,2009-2013,915,95
Holden,Worcester County,MA,Holden,2007-2011,920,65
Holden,Worcester County,MA,Holden,2008-2012,794,145
Holden,Worcester County,MA,Holden,2013-2017,1038,91
Holden,Worcester County,MA,Holden,2012-2016,1016,77
Holland,Hampden County,MA,Holland,2011-2015,924,280
Holland,Hampden County,MA,Holland,2010-2014,897,439
Holland,Hampden County,MA,Holland,2012-2016,896,105
Holland,Hampden County,MA,Holland,2006-2010,686,333
Holland,Hampden County,MA,Holland,2018,840,44
Holland,Hampden County,MA,Holland,2009-2013,746,398
Holland,Hampden County,MA,Holland,2008-2012,759,331
Holland,Hampden County,MA,Holland,2013-2017,906,160
Holland,Hampden County,MA,Holland,2007-2011,852,291
Holliston,Middlesex County,MA,Holliston,2006-2010,1016,243
Holliston,Middlesex County,MA,Holliston,2013-2017,803,181
Holliston,Middlesex County,MA,Holliston,2018,886,252
Holliston,Middlesex County,MA,Holliston,2007-2011,882,209
Holliston,Middlesex County,MA,Holliston,2011-2015,844,188
Holliston,Middlesex County,MA,Holliston,2009-2013,928,178
Holliston,Middlesex County,MA,Holliston,2012-2016,831,180
Holliston,Middlesex County,MA,Holliston,2010-2014,892,116
Holliston,Middlesex County,MA,Holliston,2008-2012,1012,207
Holyoke,Hampden County,MA,Holyoke,2012-2016,682,21
Holyoke,Hampden County,MA,Holyoke,2011-2015,647,28
Holyoke,Hampden County,MA,Holyoke,2018,723,19
Holyoke,Hampden County,MA,Holyoke,2009-2013,586,29
Holyoke,Hampden County,MA,Holyoke,2010-2014,636,31
Holyoke,Hampden County,MA,Holyoke,2007-2011,639,40
Holyoke,Hampden County,MA,Holyoke,2013-2017,703,27
Holyoke,Hampden County,MA,Holyoke,2008-2012,604,28
Holyoke,Hampden County,MA,Holyoke,2006-2010,637,29
Hopedale,Worcester County,MA,Hopedale,2009-2013,876,262
Hopedale,Worcester County,MA,Hopedale,2007-2011,1100,172
Hopedale,Worcester County,MA,Hopedale,2008-2012,1042,133
Hopedale,Worcester County,MA,Hopedale,2011-2015,1038,150
Hopedale,Worcester County,MA,Hopedale,2010-2014,1028,173
Hopedale,Worcester County,MA,Hopedale,2013-2017,925,255
Hopedale,Worcester County,MA,Hopedale,2018,1065,145
Hopedale,Worcester County,MA,Hopedale,2006-2010,1138,385
Hopedale,Worcester County,MA,Hopedale,2012-2016,1048,205
Hopkinton,Middlesex County,MA,Hopkinton,2018,1554,187
Hopkinton,Middlesex County,MA,Hopkinton,2011-2015,1331,153
Hopkinton,Middlesex County,MA,Hopkinton,2012-2016,1468,183
Hopkinton,Middlesex County,MA,Hopkinton,2007-2011,1072,233
Hopkinton,Middlesex County,MA,Hopkinton,2010-2014,1340,177
Hopkinton,Middlesex County,MA,Hopkinton,2013-2017,1478,208
Hopkinton,Middlesex County,MA,Hopkinton,2008-2012,1132,397
Hopkinton,Middlesex County,MA,Hopkinton,2009-2013,1256,371
Hopkinton,Middlesex County,MA,Hopkinton,2006-2010,983,289
Hubbardston,Worcester County,MA,Hubbardston,2013-2017,866,192
Hubbardston,Worcester County,MA,Hubbardston,2008-2012,866,273
Hubbardston,Worcester County,MA,Hubbardston,2006-2010,825,704
Hubbardston,Worcester County,MA,Hubbardston,2018,931,205
Hubbardston,Worcester County,MA,Hubbardston,2012-2016,905,254
Hubbardston,Worcester County,MA,Hubbardston,2010-2014,928,377
Hubbardston,Worcester County,MA,Hubbardston,2009-2013,860,266
Hubbardston,Worcester County,MA,Hubbardston,2011-2015,863,114
Hubbardston,Worcester County,MA,Hubbardston,2007-2011,861,582
Hudson,Middlesex County,MA,Hudson,2012-2016,1026,78
Hudson,Middlesex County,MA,Hudson,2009-2013,1043,51
Hudson,Middlesex County,MA,Hudson,2010-2014,1042,52
Hudson,Middlesex County,MA,Hudson,2013-2017,983,81
Hudson,Middlesex County,MA,Hudson,2011-2015,1044,57
Hudson,Middlesex County,MA,Hudson,2008-2012,1071,78
Hudson,Middlesex County,MA,Hudson,2018,1095,78
Hudson,Middlesex County,MA,Hudson,2006-2010,1076,76
Hudson,Middlesex County,MA,Hudson,2007-2011,1071,55
Hull,Plymouth County,MA,Hull,2006-2010,1393,142
Hull,Plymouth County,MA,Hull,2009-2013,1372,156
Hull,Plymouth County,MA,Hull,2007-2011,1408,138
Hull,Plymouth County,MA,Hull,2012-2016,1187,84
Hull,Plymouth County,MA,Hull,2008-2012,1364,144
Hull,Plymouth County,MA,Hull,2010-2014,1275,113
Hull,Plymouth County,MA,Hull,2018,1214,147
Hull,Plymouth County,MA,Hull,2013-2017,1193,99
Hull,Plymouth County,MA,Hull,2011-2015,1217,87
Huntington,Hampshire County,MA,Huntington,2013-2017,787,76
Huntington,Hampshire County,MA,Huntington,2009-2013,598,120
Huntington,Hampshire County,MA,Huntington,2008-2012,587,139
Huntington,Hampshire County,MA,Huntington,2012-2016,751,246
Huntington,Hampshire County,MA,Huntington,2018,752,150
Huntington,Hampshire County,MA,Huntington,2011-2015,570,324
Huntington,Hampshire County,MA,Huntington,2006-2010,628,84
Huntington,Hampshire County,MA,Huntington,2010-2014,559,130
Huntington,Hampshire County,MA,Huntington,2007-2011,584,75
Ipswich,Essex County,MA,Ipswich,2006-2010,910,77
Ipswich,Essex County,MA,Ipswich,2012-2016,1026,95
Ipswich,Essex County,MA,Ipswich,2008-2012,1063,107
Ipswich,Essex County,MA,Ipswich,2007-2011,980,93
Ipswich,Essex County,MA,Ipswich,2011-2015,1074,72
Ipswich,Essex County,MA,Ipswich,2013-2017,1014,104
Ipswich,Essex County,MA,Ipswich,2010-2014,1049,97
Ipswich,Essex County,MA,Ipswich,2009-2013,1016,74
Ipswich,Essex County,MA,Ipswich,2018,989,79
Kingston,Plymouth County,MA,Kingston,2006-2010,1199,154
Kingston,Plymouth County,MA,Kingston,2007-2011,1211,181
Kingston,Plymouth County,MA,Kingston,2018,1133,206
Kingston,Plymouth County,MA,Kingston,2008-2012,1294,306
Kingston,Plymouth County,MA,Kingston,2010-2014,1093,246
Kingston,Plymouth County,MA,Kingston,2012-2016,1126,144
Kingston,Plymouth County,MA,Kingston,2009-2013,1077,253
Kingston,Plymouth County,MA,Kingston,2011-2015,1251,142
Kingston,Plymouth County,MA,Kingston,2013-2017,1107,138
Lakeville,Plymouth County,MA,Lakeville,2006-2010,869,601
Lakeville,Plymouth County,MA,Lakeville,2009-2013,950,142
Lakeville,Plymouth County,MA,Lakeville,2008-2012,945,46
Lakeville,Plymouth County,MA,Lakeville,2018,1245,125
Lakeville,Plymouth County,MA,Lakeville,2007-2011,979,69
Lakeville,Plymouth County,MA,Lakeville,2013-2017,1216,108
Lakeville,Plymouth County,MA,Lakeville,2011-2015,1146,88
Lakeville,Plymouth County,MA,Lakeville,2010-2014,1125,105
Lakeville,Plymouth County,MA,Lakeville,2012-2016,1170,122
Lancaster,Worcester County,MA,Lancaster,2013-2017,866,268
Lancaster,Worcester County,MA,Lancaster,2009-2013,897,120
Lancaster,Worcester County,MA,Lancaster,2006-2010,811,166
Lancaster,Worcester County,MA,Lancaster,2012-2016,881,121
Lancaster,Worcester County,MA,Lancaster,2008-2012,899,214
Lancaster,Worcester County,MA,Lancaster,2011-2015,917,90
Lancaster,Worcester County,MA,Lancaster,2010-2014,855,122
Lancaster,Worcester County,MA,Lancaster,2007-2011,845,152
Lancaster,Worcester County,MA,Lancaster,2018,772,412
Lanesborough,Berkshire County,MA,Lanesborough,2007-2011,551,330
Lanesborough,Berkshire County,MA,Lanesborough,2008-2012,571,247
Lanesborough,Berkshire County,MA,Lanesborough,2013-2017,785,85
Lanesborough,Berkshire County,MA,Lanesborough,2018,768,37
Lanesborough,Berkshire County,MA,Lanesborough,2012-2016,819,120
Lanesborough,Berkshire County,MA,Lanesborough,2006-2010,560,170
Lanesborough,Berkshire County,MA,Lanesborough,2010-2014,595,351
Lanesborough,Berkshire County,MA,Lanesborough,2009-2013,576,188
Lanesborough,Berkshire County,MA,Lanesborough,2011-2015,809,86
Lawrence,Essex County,MA,Lawrence,2012-2016,902,15
Lawrence,Essex County,MA,Lawrence,2006-2010,887,21
Lawrence,Essex County,MA,Lawrence,2007-2011,884,21
Lawrence,Essex County,MA,Lawrence,2009-2013,893,14
Lawrence,Essex County,MA,Lawrence,2018,933,16
Lawrence,Essex County,MA,Lawrence,2010-2014,878,14
Lawrence,Essex County,MA,Lawrence,2011-2015,893,15
Lawrence,Essex County,MA,Lawrence,2013-2017,907,18
Lawrence,Essex County,MA,Lawrence,2008-2012,892,14
Lee,Berkshire County,MA,Lee,2010-2014,703,62
Lee,Berkshire County,MA,Lee,2018,729,60
Lee,Berkshire County,MA,Lee,2008-2012,742,42
Lee,Berkshire County,MA,Lee,2012-2016,717,53
Lee,Berkshire County,MA,Lee,2013-2017,716,54
Lee,Berkshire County,MA,Lee,2006-2010,744,48
Lee,Berkshire County,MA,Lee,2011-2015,698,51
Lee,Berkshire County,MA,Lee,2009-2013,756,36
Lee,Berkshire County,MA,Lee,2007-2011,737,29
Leicester,Worcester County,MA,Leicester,2018,840,65
Leicester,Worcester County,MA,Leicester,2013-2017,832,69
Leicester,Worcester County,MA,Leicester,2011-2015,801,92
Leicester,Worcester County,MA,Leicester,2009-2013,650,198
Leicester,Worcester County,MA,Leicester,2012-2016,844,74
Leicester,Worcester County,MA,Leicester,2006-2010,707,138
Leicester,Worcester County,MA,Leicester,2010-2014,764,172
Leicester,Worcester County,MA,Leicester,2008-2012,611,127
Leicester,Worcester County,MA,Leicester,2007-2011,612,150
Lenox,Berkshire County,MA,Lenox,2006-2010,921,164
Lenox,Berkshire County,MA,Lenox,2018,854,96
Lenox,Berkshire County,MA,Lenox,2008-2012,825,138
Lenox,Berkshire County,MA,Lenox,2013-2017,795,76
Lenox,Berkshire County,MA,Lenox,2007-2011,834,140
Lenox,Berkshire County,MA,Lenox,2012-2016,796,52
Lenox,Berkshire County,MA,Lenox,2010-2014,787,78
Lenox,Berkshire County,MA,Lenox,2009-2013,799,70
Lenox,Berkshire County,MA,Lenox,2011-2015,805,70
Leominster,Worcester County,MA,Leominster,2010-2014,828,24
Leominster,Worcester County,MA,Leominster,2013-2017,822,26
Leominster,Worcester County,MA,Leominster,2011-2015,820,21
Leominster,Worcester County,MA,Leominster,2007-2011,846,28
Leominster,Worcester County,MA,Leominster,2008-2012,843,19
Leominster,Worcester County,MA,Leominster,2012-2016,808,21
Leominster,Worcester County,MA,Leominster,2009-2013,845,19
Leominster,Worcester County,MA,Leominster,2006-2010,852,39
Leominster,Worcester County,MA,Leominster,2018,825,32
Leverett,Franklin County,MA,Leverett,2010-2014,910,52
Leverett,Franklin County,MA,Leverett,2011-2015,923,41
Leverett,Franklin County,MA,Leverett,2006-2010,1003,58
Leverett,Franklin County,MA,Leverett,2008-2012,953,54
Leverett,Franklin County,MA,Leverett,2007-2011,967,40
Leverett,Franklin County,MA,Leverett,2009-2013,949,132
Leverett,Franklin County,MA,Leverett,2018,950,173
Leverett,Franklin County,MA,Leverett,2012-2016,911,43
Leverett,Franklin County,MA,Leverett,2013-2017,965,202
Lexington,Middlesex County,MA,Lexington,2010-2014,1662,146
Lexington,Middlesex County,MA,Lexington,2018,2077,199
Lexington,Middlesex County,MA,Lexington,2007-2011,1910,140
Lexington,Middlesex County,MA,Lexington,2012-2016,1701,220
Lexington,Middlesex County,MA,Lexington,2008-2012,1916,161
Lexington,Middlesex County,MA,Lexington,2009-2013,1729,149
Lexington,Middlesex County,MA,Lexington,2013-2017,1935,317
Lexington,Middlesex County,MA,Lexington,2011-2015,1611,149
Lexington,Middlesex County,MA,Lexington,2006-2010,1971,107
Leyden,Franklin County,MA,Leyden,2013-2017,1351,935
Leyden,Franklin County,MA,Leyden,2007-2011,754,863
Leyden,Franklin County,MA,Leyden,2011-2015,NA,NA
Leyden,Franklin County,MA,Leyden,2009-2013,769,698
Leyden,Franklin County,MA,Leyden,2010-2014,472,675
Leyden,Franklin County,MA,Leyden,2012-2016,1355,492
Leyden,Franklin County,MA,Leyden,2006-2010,-767715277,-255905092
Leyden,Franklin County,MA,Leyden,2018,1286,1054
Leyden,Franklin County,MA,Leyden,2008-2012,902,602
Lincoln,Middlesex County,MA,Lincoln,2008-2012,2128,174
Lincoln,Middlesex County,MA,Lincoln,2010-2014,2122,-353568250
Lincoln,Middlesex County,MA,Lincoln,2007-2011,2218,167
Lincoln,Middlesex County,MA,Lincoln,2018,2236,156
Lincoln,Middlesex County,MA,Lincoln,2013-2017,2268,177
Lincoln,Middlesex County,MA,Lincoln,2006-2010,2289,169
Lincoln,Middlesex County,MA,Lincoln,2011-2015,2259,160
Lincoln,Middlesex County,MA,Lincoln,2012-2016,2208,190
Lincoln,Middlesex County,MA,Lincoln,2009-2013,2157,-359303791
Littleton,Middlesex County,MA,Littleton,2013-2017,942,506
Littleton,Middlesex County,MA,Littleton,2007-2011,604,308
Littleton,Middlesex County,MA,Littleton,2006-2010,570,343
Littleton,Middlesex County,MA,Littleton,2010-2014,1121,508
Littleton,Middlesex County,MA,Littleton,2008-2012,760,882
Littleton,Middlesex County,MA,Littleton,2011-2015,904,496
Littleton,Middlesex County,MA,Littleton,2018,1208,711
Littleton,Middlesex County,MA,Littleton,2012-2016,1096,703
Littleton,Middlesex County,MA,Littleton,2009-2013,961,724
Longmeadow,Hampden County,MA,Longmeadow,2011-2015,1474,317
Longmeadow,Hampden County,MA,Longmeadow,2012-2016,1183,467
Longmeadow,Hampden County,MA,Longmeadow,2010-2014,1447,139
Longmeadow,Hampden County,MA,Longmeadow,2009-2013,1420,407
Longmeadow,Hampden County,MA,Longmeadow,2008-2012,1035,1053
Longmeadow,Hampden County,MA,Longmeadow,2018,1302,175
Longmeadow,Hampden County,MA,Longmeadow,2006-2010,1429,644
Longmeadow,Hampden County,MA,Longmeadow,2013-2017,1354,204
Longmeadow,Hampden County,MA,Longmeadow,2007-2011,1020,1000
Lowell,Middlesex County,MA,Lowell,2008-2012,925,19
Lowell,Middlesex County,MA,Lowell,2007-2011,927,19
Lowell,Middlesex County,MA,Lowell,2013-2017,980,20
Lowell,Middlesex County,MA,Lowell,2011-2015,955,20
Lowell,Middlesex County,MA,Lowell,2006-2010,929,20
Lowell,Middlesex County,MA,Lowell,2012-2016,964,19
Lowell,Middlesex County,MA,Lowell,2010-2014,955,20
Lowell,Middlesex County,MA,Lowell,2009-2013,946,20
Lowell,Middlesex County,MA,Lowell,2018,977,27
Ludlow,Hampden County,MA,Ludlow,2011-2015,803,38
Ludlow,Hampden County,MA,Ludlow,2008-2012,772,46
Ludlow,Hampden County,MA,Ludlow,2010-2014,779,35
Ludlow,Hampden County,MA,Ludlow,2009-2013,767,69
Ludlow,Hampden County,MA,Ludlow,2007-2011,804,41
Ludlow,Hampden County,MA,Ludlow,2013-2017,775,33
Ludlow,Hampden County,MA,Ludlow,2012-2016,788,29
Ludlow,Hampden County,MA,Ludlow,2006-2010,793,35
Ludlow,Hampden County,MA,Ludlow,2018,780,24
Lunenburg,Worcester County,MA,Lunenburg,2011-2015,1135,245
Lunenburg,Worcester County,MA,Lunenburg,2013-2017,1291,220
Lunenburg,Worcester County,MA,Lunenburg,2010-2014,962,264
Lunenburg,Worcester County,MA,Lunenburg,2009-2013,993,261
Lunenburg,Worcester County,MA,Lunenburg,2008-2012,831,248
Lunenburg,Worcester County,MA,Lunenburg,2012-2016,1254,228
Lunenburg,Worcester County,MA,Lunenburg,2018,1259,205
Lunenburg,Worcester County,MA,Lunenburg,2006-2010,922,371
Lunenburg,Worcester County,MA,Lunenburg,2007-2011,841,265
Lynn,Essex County,MA,Lynn,2009-2013,914,19
Lynn,Essex County,MA,Lynn,2011-2015,929,24
Lynn,Essex County,MA,Lynn,2007-2011,922,21
Lynn,Essex County,MA,Lynn,2006-2010,933,22
Lynn,Essex County,MA,Lynn,2012-2016,957,24
Lynn,Essex County,MA,Lynn,2013-2017,982,26
Lynn,Essex County,MA,Lynn,2010-2014,906,21
Lynn,Essex County,MA,Lynn,2018,1003,32
Lynn,Essex County,MA,Lynn,2008-2012,913,17
Lynnfield,Essex County,MA,Lynnfield,2012-2016,1519,506
Lynnfield,Essex County,MA,Lynnfield,2011-2015,1481,417
Lynnfield,Essex County,MA,Lynnfield,2009-2013,1293,413
Lynnfield,Essex County,MA,Lynnfield,2018,1851,551
Lynnfield,Essex County,MA,Lynnfield,2013-2017,1727,711
Lynnfield,Essex County,MA,Lynnfield,2007-2011,612,1402
Lynnfield,Essex County,MA,Lynnfield,2010-2014,1320,413
Lynnfield,Essex County,MA,Lynnfield,2008-2012,1261,490
Lynnfield,Essex County,MA,Lynnfield,2006-2010,602,998
Malden,Middlesex County,MA,Malden,2013-2017,1276,44
Malden,Middlesex County,MA,Malden,2008-2012,1191,33
Malden,Middlesex County,MA,Malden,2006-2010,1193,41
Malden,Middlesex County,MA,Malden,2009-2013,1186,32
Malden,Middlesex County,MA,Malden,2007-2011,1177,32
Malden,Middlesex County,MA,Malden,2012-2016,1253,36
Malden,Middlesex County,MA,Malden,2010-2014,1225,33
Malden,Middlesex County,MA,Malden,2018,1366,38
Malden,Middlesex County,MA,Malden,2011-2015,1235,34
Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2010-2014,1178,234
Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2018,1141,187
Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2012-2016,1202,143
Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2011-2015,1205,285
Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2013-2017,1298,202
Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2006-2010,1256,146
Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2008-2012,1171,130
Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2007-2011,1236,118
Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2009-2013,1191,146
Mansfield,Bristol County,MA,Mansfield,2007-2011,1131,66
Mansfield,Bristol County,MA,Mansfield,2008-2012,1097,72
Mansfield,Bristol County,MA,Mansfield,2009-2013,1057,58
Mansfield,Bristol County,MA,Mansfield,2010-2014,1124,56
Mansfield,Bristol County,MA,Mansfield,2012-2016,1145,53
Mansfield,Bristol County,MA,Mansfield,2011-2015,1140,54
Mansfield,Bristol County,MA,Mansfield,2013-2017,1157,62
Mansfield,Bristol County,MA,Mansfield,2018,1134,59
Mansfield,Bristol County,MA,Mansfield,2006-2010,1150,61
Marblehead,Essex County,MA,Marblehead,2010-2014,1231,97
Marblehead,Essex County,MA,Marblehead,2009-2013,1185,89
Marblehead,Essex County,MA,Marblehead,2013-2017,1336,98
Marblehead,Essex County,MA,Marblehead,2011-2015,1263,114
Marblehead,Essex County,MA,Marblehead,2006-2010,1110,140
Marblehead,Essex County,MA,Marblehead,2012-2016,1312,123
Marblehead,Essex County,MA,Marblehead,2008-2012,1181,133
Marblehead,Essex County,MA,Marblehead,2018,1329,125
Marblehead,Essex County,MA,Marblehead,2007-2011,1117,125
Marion,Plymouth County,MA,Marion,2008-2012,946,205
Marion,Plymouth County,MA,Marion,2006-2010,1437,272
Marion,Plymouth County,MA,Marion,2013-2017,1001,119
Marion,Plymouth County,MA,Marion,2007-2011,992,570
Marion,Plymouth County,MA,Marion,2012-2016,1041,97
Marion,Plymouth County,MA,Marion,2011-2015,984,136
Marion,Plymouth County,MA,Marion,2018,1018,158
Marion,Plymouth County,MA,Marion,2009-2013,853,101
Marion,Plymouth County,MA,Marion,2010-2014,979,111
