"","Municipal","County","State","Region","C_year","Period","Unemployment Rate","Number of Unemployed","Number of Employed","Number in Labor Force"
"109155","Waltham","Middlesex","MA","N/A","2008","Annual Average",4.3,1539,33917,35456
"109168","Waltham","Middlesex","MA","N/A","2009","Annual Average",6.6,2323,32655,34978
"109181","Waltham","Middlesex","MA","N/A","2010","Annual Average",6.5,2289,33160,35449
"109194","Waltham","Middlesex","MA","N/A","2011","Annual Average",5.5,1965,33604,35569
"109207","Waltham","Middlesex","MA","N/A","2012","Annual Average",5,1801,33972,35773
"109228","Ware","Hampshire","MA","N/A","1990","Annual Average",7.3,365,4605,4970
"109241","Ware","Hampshire","MA","N/A","1991","Annual Average",10.5,523,4457,4980
"109254","Ware","Hampshire","MA","N/A","1992","Annual Average",9.2,448,4434,4882
"109267","Ware","Hampshire","MA","N/A","1993","Annual Average",8.5,409,4395,4804
"109280","Ware","Hampshire","MA","N/A","1994","Annual Average",7.1,337,4428,4765
"109293","Ware","Hampshire","MA","N/A","1995","Annual Average",5.7,268,4455,4723
"109306","Ware","Hampshire","MA","N/A","1996","Annual Average",5,236,4528,4764
"109319","Ware","Hampshire","MA","N/A","1997","Annual Average",4,193,4618,4811
"109332","Ware","Hampshire","MA","N/A","1998","Annual Average",4.8,233,4626,4859
"109345","Ware","Hampshire","MA","N/A","1999","Annual Average",4.3,210,4652,4862
"109358","Ware","Hampshire","MA","N/A","2000","Annual Average",2.9,150,5004,5154
"109371","Ware","Hampshire","MA","N/A","2001","Annual Average",4,210,5006,5216
"109384","Ware","Hampshire","MA","N/A","2002","Annual Average",5,263,4984,5247
"109397","Ware","Hampshire","MA","N/A","2003","Annual Average",6.1,324,4969,5293
"109410","Ware","Hampshire","MA","N/A","2004","Annual Average",5.9,316,5055,5371
"109423","Ware","Hampshire","MA","N/A","2005","Annual Average",5.4,291,5072,5363
"109436","Ware","Hampshire","MA","N/A","2006","Annual Average",5.7,308,5095,5403
"109449","Ware","Hampshire","MA","N/A","2007","Annual Average",5.8,315,5084,5399
"109462","Ware","Hampshire","MA","N/A","2008","Annual Average",6.5,344,4984,5328
"109475","Ware","Hampshire","MA","N/A","2009","Annual Average",9.4,497,4763,5260
"109488","Ware","Hampshire","MA","N/A","2010","Annual Average",9.5,503,4792,5295
"109501","Ware","Hampshire","MA","N/A","2011","Annual Average",9,467,4733,5200
"109514","Ware","Hampshire","MA","N/A","2012","Annual Average",8.3,430,4735,5165
"109535","Wareham","Plymouth","MA","N/A","1990","Annual Average",9.5,865,8268,9133
"109548","Wareham","Plymouth","MA","N/A","1991","Annual Average",12.5,1147,8058,9205
"109561","Wareham","Plymouth","MA","N/A","1992","Annual Average",12.6,1157,8043,9200
"109574","Wareham","Plymouth","MA","N/A","1993","Annual Average",11,1018,8195,9213
"109587","Wareham","Plymouth","MA","N/A","1994","Annual Average",9,839,8463,9302
"109600","Wareham","Plymouth","MA","N/A","1995","Annual Average",8.3,748,8270,9018
"109613","Wareham","Plymouth","MA","N/A","1996","Annual Average",6.9,623,8437,9060
"109626","Wareham","Plymouth","MA","N/A","1997","Annual Average",6.5,598,8669,9267
"109639","Wareham","Plymouth","MA","N/A","1998","Annual Average",5.2,481,8825,9306
"109652","Wareham","Plymouth","MA","N/A","1999","Annual Average",4.6,432,8959,9391
"109665","Wareham","Plymouth","MA","N/A","2000","Annual Average",3.4,373,10508,10881
"109678","Wareham","Plymouth","MA","N/A","2001","Annual Average",4.1,457,10652,11109
"109691","Wareham","Plymouth","MA","N/A","2002","Annual Average",5.4,619,10886,11505
"109704","Wareham","Plymouth","MA","N/A","2003","Annual Average",6,714,11142,11856
"109717","Wareham","Plymouth","MA","N/A","2004","Annual Average",5.7,686,11361,12047
"109730","Wareham","Plymouth","MA","N/A","2005","Annual Average",5.5,661,11447,12108
"109743","Wareham","Plymouth","MA","N/A","2006","Annual Average",5.4,656,11572,12228
"109756","Wareham","Plymouth","MA","N/A","2007","Annual Average",5.4,664,11548,12212
"109769","Wareham","Plymouth","MA","N/A","2008","Annual Average",6.6,818,11568,12386
"109782","Wareham","Plymouth","MA","N/A","2009","Annual Average",9.5,1188,11316,12504
"109795","Wareham","Plymouth","MA","N/A","2010","Annual Average",9.2,1195,11730,12925
"109808","Wareham","Plymouth","MA","N/A","2011","Annual Average",8.4,1082,11781,12863
"109821","Wareham","Plymouth","MA","N/A","2012","Annual Average",7.8,1017,11979,12996
"109842","Warren","Worcester","MA","N/A","1990","Annual Average",6.2,142,2138,2280
"109855","Warren","Worcester","MA","N/A","1991","Annual Average",8.7,194,2045,2239
"109868","Warren","Worcester","MA","N/A","1992","Annual Average",9.7,210,1965,2175
"109881","Warren","Worcester","MA","N/A","1993","Annual Average",9.4,203,1959,2162
"109894","Warren","Worcester","MA","N/A","1994","Annual Average",8.5,182,1955,2137
"109907","Warren","Worcester","MA","N/A","1995","Annual Average",5.3,131,2364,2495
"109920","Warren","Worcester","MA","N/A","1996","Annual Average",5.2,136,2493,2629
"109933","Warren","Worcester","MA","N/A","1997","Annual Average",4.6,119,2491,2610
"109946","Warren","Worcester","MA","N/A","1998","Annual Average",4.6,115,2411,2526
"109959","Warren","Worcester","MA","N/A","1999","Annual Average",4.4,109,2352,2461
"109972","Warren","Worcester","MA","N/A","2000","Annual Average",3,71,2270,2341
"109985","Warren","Worcester","MA","N/A","2001","Annual Average",3.9,91,2257,2348
"109998","Warren","Worcester","MA","N/A","2002","Annual Average",5.5,131,2256,2387
"110011","Warren","Worcester","MA","N/A","2003","Annual Average",6.7,163,2265,2428
"110024","Warren","Worcester","MA","N/A","2004","Annual Average",6.8,167,2287,2454
"110037","Warren","Worcester","MA","N/A","2005","Annual Average",5.9,144,2309,2453
"110050","Warren","Worcester","MA","N/A","2006","Annual Average",6.9,178,2401,2579
"110063","Warren","Worcester","MA","N/A","2007","Annual Average",6.6,171,2411,2582
"110076","Warren","Worcester","MA","N/A","2008","Annual Average",6.6,166,2368,2534
"110089","Warren","Worcester","MA","N/A","2009","Annual Average",9.2,234,2308,2542
"110102","Warren","Worcester","MA","N/A","2010","Annual Average",10.3,258,2250,2508
"110115","Warren","Worcester","MA","N/A","2011","Annual Average",8.3,205,2269,2474
"110128","Warren","Worcester","MA","N/A","2012","Annual Average",8,197,2269,2466
"110149","Warwick","Franklin","MA","N/A","1990","Annual Average",5.4,19,333,352
"110162","Warwick","Franklin","MA","N/A","1991","Annual Average",9.1,31,311,342
"110175","Warwick","Franklin","MA","N/A","1992","Annual Average",9.7,32,297,329
"110188","Warwick","Franklin","MA","N/A","1993","Annual Average",8.9,27,275,302
"110201","Warwick","Franklin","MA","N/A","1994","Annual Average",7.9,23,269,292
"110214","Warwick","Franklin","MA","N/A","1995","Annual Average",5.3,18,320,338
"110227","Warwick","Franklin","MA","N/A","1996","Annual Average",3.9,13,318,331
"110240","Warwick","Franklin","MA","N/A","1997","Annual Average",4.5,15,322,337
"110253","Warwick","Franklin","MA","N/A","1998","Annual Average",4.3,14,311,325
"110266","Warwick","Franklin","MA","N/A","1999","Annual Average",5.8,19,311,330
"110279","Warwick","Franklin","MA","N/A","2000","Annual Average",3.7,14,363,377
"110292","Warwick","Franklin","MA","N/A","2001","Annual Average",3.3,12,356,368
"110305","Warwick","Franklin","MA","N/A","2002","Annual Average",4.8,18,357,375
"110318","Warwick","Franklin","MA","N/A","2003","Annual Average",6.9,26,350,376
"110331","Warwick","Franklin","MA","N/A","2004","Annual Average",6.5,24,345,369
"110344","Warwick","Franklin","MA","N/A","2005","Annual Average",6.8,25,343,368
"110357","Warwick","Franklin","MA","N/A","2006","Annual Average",7.1,26,342,368
"110370","Warwick","Franklin","MA","N/A","2007","Annual Average",4.3,15,334,349
"110383","Warwick","Franklin","MA","N/A","2008","Annual Average",4.5,16,337,353
"110396","Warwick","Franklin","MA","N/A","2009","Annual Average",8.5,30,321,351
"110409","Warwick","Franklin","MA","N/A","2010","Annual Average",9.5,35,333,368
"110422","Warwick","Franklin","MA","N/A","2011","Annual Average",7.5,27,332,359
"110435","Warwick","Franklin","MA","N/A","2012","Annual Average",6.7,24,334,358
"110456","Washington","Berkshire","MA","N/A","1990","Annual Average",4.8,14,280,294
"110469","Washington","Berkshire","MA","N/A","1991","Annual Average",9.1,27,271,298
"110482","Washington","Berkshire","MA","N/A","1992","Annual Average",9,28,284,312
"110495","Washington","Berkshire","MA","N/A","1993","Annual Average",4.4,14,301,315
"110508","Washington","Berkshire","MA","N/A","1994","Annual Average",4.5,15,315,330
"110521","Washington","Berkshire","MA","N/A","1995","Annual Average",4.3,15,334,349
"110534","Washington","Berkshire","MA","N/A","1996","Annual Average",4.1,14,324,338
"110547","Washington","Berkshire","MA","N/A","1997","Annual Average",4.1,14,326,340
"110560","Washington","Berkshire","MA","N/A","1998","Annual Average",3.1,11,339,350
"110573","Washington","Berkshire","MA","N/A","1999","Annual Average",3.9,15,367,382
"110586","Washington","Berkshire","MA","N/A","2000","Annual Average",3.5,11,300,311
"110599","Washington","Berkshire","MA","N/A","2001","Annual Average",3.9,12,299,311
"110612","Washington","Berkshire","MA","N/A","2002","Annual Average",3.8,12,304,316
"110625","Washington","Berkshire","MA","N/A","2003","Annual Average",5.6,18,303,321
"110638","Washington","Berkshire","MA","N/A","2004","Annual Average",4.1,13,305,318
"110651","Washington","Berkshire","MA","N/A","2005","Annual Average",4,13,312,325
"110664","Washington","Berkshire","MA","N/A","2006","Annual Average",3.6,12,320,332
"110677","Washington","Berkshire","MA","N/A","2007","Annual Average",4.5,15,321,336
"110690","Washington","Berkshire","MA","N/A","2008","Annual Average",4.8,16,315,331
"110703","Washington","Berkshire","MA","N/A","2009","Annual Average",7,23,306,329
"110716","Washington","Berkshire","MA","N/A","2010","Annual Average",9.3,30,294,324
"110729","Washington","Berkshire","MA","N/A","2011","Annual Average",6.3,20,296,316
"110742","Washington","Berkshire","MA","N/A","2012","Annual Average",5.1,16,295,311
"110763","Watertown","Middlesex","MA","N/A","1990","Annual Average",4.2,856,19591,20447
"110776","Watertown","Middlesex","MA","N/A","1991","Annual Average",5.5,1100,18723,19823
"110789","Watertown","Middlesex","MA","N/A","1992","Annual Average",6.1,1188,18216,19404
"110802","Watertown","Middlesex","MA","N/A","1993","Annual Average",5.5,1057,18141,19198
"110815","Watertown","Middlesex","MA","N/A","1994","Annual Average",4.6,876,18176,19052
"110828","Watertown","Middlesex","MA","N/A","1995","Annual Average",3.9,762,18967,19729
"110841","Watertown","Middlesex","MA","N/A","1996","Annual Average",3.2,644,19278,19922
"110854","Watertown","Middlesex","MA","N/A","1997","Annual Average",2.5,505,19733,20238
"110867","Watertown","Middlesex","MA","N/A","1998","Annual Average",2.1,425,19910,20335
"110880","Watertown","Middlesex","MA","N/A","1999","Annual Average",2.2,446,19976,20422
"110893","Watertown","Middlesex","MA","N/A","2000","Annual Average",2,414,19938,20352
"110906","Watertown","Middlesex","MA","N/A","2001","Annual Average",3.2,661,19810,20471
"110919","Watertown","Middlesex","MA","N/A","2002","Annual Average",4.7,959,19355,20314
"110932","Watertown","Middlesex","MA","N/A","2003","Annual Average",4.8,969,19116,20085
"110945","Watertown","Middlesex","MA","N/A","2004","Annual Average",3.9,770,18982,19752
"110958","Watertown","Middlesex","MA","N/A","2005","Annual Average",3.6,700,19005,19705
"110971","Watertown","Middlesex","MA","N/A","2006","Annual Average",3.5,699,19050,19749
"110984","Watertown","Middlesex","MA","N/A","2007","Annual Average",3.2,640,19167,19807
"110997","Watertown","Middlesex","MA","N/A","2008","Annual Average",3.8,751,19132,19883
"111010","Watertown","Middlesex","MA","N/A","2009","Annual Average",6.2,1221,18593,19814
"111023","Watertown","Middlesex","MA","N/A","2010","Annual Average",6.2,1205,18187,19392
"111036","Watertown","Middlesex","MA","N/A","2011","Annual Average",5.2,1006,18456,19462
"111049","Watertown","Middlesex","MA","N/A","2012","Annual Average",4.7,918,18658,19576
"111070","Wayland","Middlesex","MA","N/A","1990","Annual Average",3.5,228,6318,6546
"111083","Wayland","Middlesex","MA","N/A","1991","Annual Average",4.3,278,6168,6446
"111096","Wayland","Middlesex","MA","N/A","1992","Annual Average",4.6,300,6220,6520
"111109","Wayland","Middlesex","MA","N/A","1993","Annual Average",4.1,273,6308,6581
"111122","Wayland","Middlesex","MA","N/A","1994","Annual Average",3.3,221,6443,6664
"111135","Wayland","Middlesex","MA","N/A","1995","Annual Average",2.8,183,6287,6470
"111148","Wayland","Middlesex","MA","N/A","1996","Annual Average",2.1,138,6444,6582
"111161","Wayland","Middlesex","MA","N/A","1997","Annual Average",1.8,125,6682,6807
"111174","Wayland","Middlesex","MA","N/A","1998","Annual Average",1.4,100,6800,6900
"111187","Wayland","Middlesex","MA","N/A","1999","Annual Average",1.7,118,6899,7017
"111200","Wayland","Middlesex","MA","N/A","2000","Annual Average",1.9,129,6721,6850
"111213","Wayland","Middlesex","MA","N/A","2001","Annual Average",2.8,197,6728,6925
"111226","Wayland","Middlesex","MA","N/A","2002","Annual Average",4.3,297,6601,6898
"111239","Wayland","Middlesex","MA","N/A","2003","Annual Average",4.3,293,6483,6776
"111252","Wayland","Middlesex","MA","N/A","2004","Annual Average",3.7,248,6442,6690
"111265","Wayland","Middlesex","MA","N/A","2005","Annual Average",3.1,210,6480,6690
"111278","Wayland","Middlesex","MA","N/A","2006","Annual Average",3.2,212,6453,6665
"111291","Wayland","Middlesex","MA","N/A","2007","Annual Average",2.9,197,6523,6720
"111304","Wayland","Middlesex","MA","N/A","2008","Annual Average",3.6,246,6563,6809
"111317","Wayland","Middlesex","MA","N/A","2009","Annual Average",5.7,389,6421,6810
"111330","Wayland","Middlesex","MA","N/A","2010","Annual Average",5.9,392,6272,6664
"111343","Wayland","Middlesex","MA","N/A","2011","Annual Average",4.9,325,6365,6690
"111356","Wayland","Middlesex","MA","N/A","2012","Annual Average",4.5,303,6435,6738
"111377","Webster","Worcester","MA","N/A","1990","Annual Average",8.2,689,7716,8405
"111390","Webster","Worcester","MA","N/A","1991","Annual Average",10.2,848,7448,8296
"111403","Webster","Worcester","MA","N/A","1992","Annual Average",10.7,894,7464,8358
"111416","Webster","Worcester","MA","N/A","1993","Annual Average",8.4,697,7598,8295
"111429","Webster","Worcester","MA","N/A","1994","Annual Average",6.1,505,7710,8215
"111442","Webster","Worcester","MA","N/A","1995","Annual Average",6.2,506,7634,8140
"111455","Webster","Worcester","MA","N/A","1996","Annual Average",4.9,398,7727,8125
"111468","Webster","Worcester","MA","N/A","1997","Annual Average",4.4,367,7895,8262
"111481","Webster","Worcester","MA","N/A","1998","Annual Average",4.4,383,8228,8611
"111494","Webster","Worcester","MA","N/A","1999","Annual Average",4,336,8167,8503
"111507","Webster","Worcester","MA","N/A","2000","Annual Average",3.4,277,7973,8250
"111520","Webster","Worcester","MA","N/A","2001","Annual Average",4.3,361,7969,8330
"111533","Webster","Worcester","MA","N/A","2002","Annual Average",6,508,7934,8442
"111546","Webster","Worcester","MA","N/A","2003","Annual Average",7.3,622,7932,8554
"111559","Webster","Worcester","MA","N/A","2004","Annual Average",6.4,543,7910,8453
"111572","Webster","Worcester","MA","N/A","2005","Annual Average",5.8,486,7872,8358
"111585","Webster","Worcester","MA","N/A","2006","Annual Average",6.1,513,7910,8423
"111598","Webster","Worcester","MA","N/A","2007","Annual Average",6,502,7914,8416
"111611","Webster","Worcester","MA","N/A","2008","Annual Average",7.1,589,7745,8334
"111624","Webster","Worcester","MA","N/A","2009","Annual Average",10.7,898,7520,8418
"111637","Webster","Worcester","MA","N/A","2010","Annual Average",10.2,851,7497,8348
"111650","Webster","Worcester","MA","N/A","2011","Annual Average",9.3,773,7563,8336
"111663","Webster","Worcester","MA","N/A","2012","Annual Average",8.7,717,7561,8278
"111684","Wellesley","Norfolk","MA","N/A","1990","Annual Average",2.6,353,13337,13690
"111697","Wellesley","Norfolk","MA","N/A","1991","Annual Average",3.4,452,12811,13263
"111710","Wellesley","Norfolk","MA","N/A","1992","Annual Average",3.6,484,12867,13351
"111723","Wellesley","Norfolk","MA","N/A","1993","Annual Average",3.1,412,13061,13473
"111736","Wellesley","Norfolk","MA","N/A","1994","Annual Average",2.7,369,13263,13632
"111749","Wellesley","Norfolk","MA","N/A","1995","Annual Average",2.4,326,13273,13599
"111762","Wellesley","Norfolk","MA","N/A","1996","Annual Average",1.6,219,13496,13715
"111775","Wellesley","Norfolk","MA","N/A","1997","Annual Average",1.4,202,13806,14008
"111788","Wellesley","Norfolk","MA","N/A","1998","Annual Average",1.4,199,13944,14143
"111801","Wellesley","Norfolk","MA","N/A","1999","Annual Average",1.3,191,14000,14191
"111814","Wellesley","Norfolk","MA","N/A","2000","Annual Average",1.8,235,13111,13346
"111827","Wellesley","Norfolk","MA","N/A","2001","Annual Average",2.5,340,13050,13390
"111840","Wellesley","Norfolk","MA","N/A","2002","Annual Average",3.7,499,12817,13316
"111853","Wellesley","Norfolk","MA","N/A","2003","Annual Average",3.8,494,12597,13091
"111866","Wellesley","Norfolk","MA","N/A","2004","Annual Average",3.5,453,12581,13034
