"Municipal","County","State","Region","C_year","Unemployment.Rate","Number.of.Unemployed","Number.of.Employed","Number.in.Labor.Force"
"Chelsea","Suffolk County","MA","Chelsea",1994,8.2,930,10481,11411
"Chelsea","Suffolk County","MA","Chelsea",1995,7.7,948,11415,12363
"Chelsea","Suffolk County","MA","Chelsea",1996,6.7,835,11543,12378
"Chelsea","Suffolk County","MA","Chelsea",1997,5.9,737,11746,12483
"Chelsea","Suffolk County","MA","Chelsea",1998,5.4,673,11886,12559
"Chelsea","Suffolk County","MA","Chelsea",1999,5.6,708,11959,12667
"Chelsea","Suffolk County","MA","Chelsea",2000,3.7,515,13590,14105
"Chelsea","Suffolk County","MA","Chelsea",2001,5,713,13531,14244
"Chelsea","Suffolk County","MA","Chelsea",2002,7.4,1041,13071,14112
"Chelsea","Suffolk County","MA","Chelsea",2003,8.7,1207,12668,13875
"Chelsea","Suffolk County","MA","Chelsea",2004,7.6,1024,12387,13411
"Chelsea","Suffolk County","MA","Chelsea",2005,7,927,12267,13194
"Chelsea","Suffolk County","MA","Chelsea",2006,6.3,890,13218,14108
"Chelsea","Suffolk County","MA","Chelsea",2007,5.9,859,13675,14534
"Chelsea","Suffolk County","MA","Chelsea",2008,6.7,978,13601,14579
"Chelsea","Suffolk County","MA","Chelsea",2009,9.8,1473,13492,14965
"Chelsea","Suffolk County","MA","Chelsea",2010,10.7,1536,12852,14388
"Chelsea","Suffolk County","MA","Chelsea",2011,9.5,1367,13081,14448
"Chelsea","Suffolk County","MA","Chelsea",2012,8.7,1262,13225,14487
"Cheshire","Berkshire County","MA","Cheshire",1990,6.4,118,1739,1857
"Cheshire","Berkshire County","MA","Cheshire",1991,12,223,1632,1855
"Cheshire","Berkshire County","MA","Cheshire",1992,11.7,210,1592,1802
"Cheshire","Berkshire County","MA","Cheshire",1993,9.8,173,1593,1766
"Cheshire","Berkshire County","MA","Cheshire",1994,8.9,161,1639,1800
"Cheshire","Berkshire County","MA","Cheshire",1995,7.6,134,1624,1758
"Cheshire","Berkshire County","MA","Cheshire",1996,6,106,1652,1758
"Cheshire","Berkshire County","MA","Cheshire",1997,6,107,1670,1777
"Cheshire","Berkshire County","MA","Cheshire",1998,4.5,80,1680,1760
"Cheshire","Berkshire County","MA","Cheshire",1999,4.1,72,1691,1763
"Cheshire","Berkshire County","MA","Cheshire",2000,3,56,1799,1855
"Cheshire","Berkshire County","MA","Cheshire",2001,3.7,70,1801,1871
"Cheshire","Berkshire County","MA","Cheshire",2002,5.9,114,1825,1939
"Cheshire","Berkshire County","MA","Cheshire",2003,6.2,119,1811,1930
"Cheshire","Berkshire County","MA","Cheshire",2004,5.5,106,1812,1918
"Cheshire","Berkshire County","MA","Cheshire",2005,5.2,101,1845,1946
"Cheshire","Berkshire County","MA","Cheshire",2006,4.4,86,1877,1963
"Cheshire","Berkshire County","MA","Cheshire",2007,4.8,94,1857,1951
"Cheshire","Berkshire County","MA","Cheshire",2008,5.7,111,1853,1964
"Cheshire","Berkshire County","MA","Cheshire",2009,8.6,169,1796,1965
"Cheshire","Berkshire County","MA","Cheshire",2010,8.9,166,1696,1862
"Cheshire","Berkshire County","MA","Cheshire",2011,8.3,154,1711,1865
"Cheshire","Berkshire County","MA","Cheshire",2012,7.5,139,1704,1843
"Chester","Hampden County","MA","Chester",1990,5.7,38,633,671
"Chester","Hampden County","MA","Chester",1991,11.5,78,601,679
"Chester","Hampden County","MA","Chester",1992,13.2,103,678,781
"Chester","Hampden County","MA","Chester",1993,9.8,75,688,763
"Chester","Hampden County","MA","Chester",1994,12.1,102,738,840
"Chester","Hampden County","MA","Chester",1995,8.7,68,715,783
"Chester","Hampden County","MA","Chester",1996,7.9,59,691,750
"Chester","Hampden County","MA","Chester",1997,6.8,51,694,745
"Chester","Hampden County","MA","Chester",1998,6.3,49,725,774
"Chester","Hampden County","MA","Chester",1999,5.6,47,785,832
"Chester","Hampden County","MA","Chester",2000,4.6,34,698,732
"Chester","Hampden County","MA","Chester",2001,5.2,38,699,737
"Chester","Hampden County","MA","Chester",2002,7.6,58,701,759
"Chester","Hampden County","MA","Chester",2003,7.5,56,692,748
"Chester","Hampden County","MA","Chester",2004,5.5,40,691,731
"Chester","Hampden County","MA","Chester",2005,5.3,39,692,731
"Chester","Hampden County","MA","Chester",2006,4,29,692,721
"Chester","Hampden County","MA","Chester",2007,4.2,30,685,715
"Chester","Hampden County","MA","Chester",2008,5.2,37,674,711
"Chester","Hampden County","MA","Chester",2009,9.3,67,652,719
"Chester","Hampden County","MA","Chester",2010,9.3,69,670,739
"Chester","Hampden County","MA","Chester",2011,8.2,59,664,723
"Chester","Hampden County","MA","Chester",2012,5.9,42,664,706
"Chesterfield","Hampshire County","MA","Chesterfield",1990,5.1,32,592,624
"Chesterfield","Hampshire County","MA","Chesterfield",1991,11.8,77,577,654
"Chesterfield","Hampshire County","MA","Chesterfield",1992,8.5,56,601,657
"Chesterfield","Hampshire County","MA","Chesterfield",1993,7.8,51,600,651
"Chesterfield","Hampshire County","MA","Chesterfield",1994,4.4,30,647,677
"Chesterfield","Hampshire County","MA","Chesterfield",1995,3.5,26,721,747
"Chesterfield","Hampshire County","MA","Chesterfield",1996,3.7,27,711,738
"Chesterfield","Hampshire County","MA","Chesterfield",1997,3.4,25,720,745
"Chesterfield","Hampshire County","MA","Chesterfield",1998,3.1,24,757,781
"Chesterfield","Hampshire County","MA","Chesterfield",1999,2.4,20,827,847
"Chesterfield","Hampshire County","MA","Chesterfield",2000,1.8,13,706,719
"Chesterfield","Hampshire County","MA","Chesterfield",2001,2.6,19,717,736
"Chesterfield","Hampshire County","MA","Chesterfield",2002,3.3,24,713,737
"Chesterfield","Hampshire County","MA","Chesterfield",2003,4,30,716,746
"Chesterfield","Hampshire County","MA","Chesterfield",2004,4,30,723,753
"Chesterfield","Hampshire County","MA","Chesterfield",2005,2.9,22,732,754
"Chesterfield","Hampshire County","MA","Chesterfield",2006,4.4,34,739,773
"Chesterfield","Hampshire County","MA","Chesterfield",2007,3.3,25,740,765
"Chesterfield","Hampshire County","MA","Chesterfield",2008,4.1,32,742,774
"Chesterfield","Hampshire County","MA","Chesterfield",2009,6.6,50,710,760
"Chesterfield","Hampshire County","MA","Chesterfield",2010,7.5,55,674,729
"Chesterfield","Hampshire County","MA","Chesterfield",2011,5.5,39,665,704
"Chesterfield","Hampshire County","MA","Chesterfield",2012,5.7,40,665,705
"Chicopee","Hampden County","MA","Chicopee",1990,7,2026,27039,29065
"Chicopee","Hampden County","MA","Chicopee",1991,9.9,2857,26073,28930
"Chicopee","Hampden County","MA","Chicopee",1992,9.4,2663,25802,28465
"Chicopee","Hampden County","MA","Chicopee",1993,9,2538,25692,28230
"Chicopee","Hampden County","MA","Chicopee",1994,7.2,1978,25417,27395
"Chicopee","Hampden County","MA","Chicopee",1995,6.6,1794,25469,27263
"Chicopee","Hampden County","MA","Chicopee",1996,5.3,1447,25673,27120
"Chicopee","Hampden County","MA","Chicopee",1997,4.7,1282,26197,27479
"Chicopee","Hampden County","MA","Chicopee",1998,4.2,1143,26221,27364
"Chicopee","Hampden County","MA","Chicopee",1999,3.9,1070,26214,27284
"Chicopee","Hampden County","MA","Chicopee",2000,3.3,899,26521,27420
"Chicopee","Hampden County","MA","Chicopee",2001,4.2,1168,26548,27716
"Chicopee","Hampden County","MA","Chicopee",2002,5.7,1609,26398,28007
"Chicopee","Hampden County","MA","Chicopee",2003,6.7,1880,26129,28009
"Chicopee","Hampden County","MA","Chicopee",2004,6.3,1750,26078,27828
"Chicopee","Hampden County","MA","Chicopee",2005,5.8,1605,26103,27708
"Chicopee","Hampden County","MA","Chicopee",2006,5.9,1642,26160,27802
"Chicopee","Hampden County","MA","Chicopee",2007,5.7,1571,25967,27538
"Chicopee","Hampden County","MA","Chicopee",2008,6.5,1818,26244,28062
"Chicopee","Hampden County","MA","Chicopee",2009,9.7,2740,25491,28231
"Chicopee","Hampden County","MA","Chicopee",2010,9.9,2774,25275,28049
"Chicopee","Hampden County","MA","Chicopee",2011,8.9,2454,25022,27476
"Chicopee","Hampden County","MA","Chicopee",2012,8.1,2214,25037,27251
"Chilmark","Dukes County","MA","Chilmark",1990,3.6,13,353,366
"Chilmark","Dukes County","MA","Chilmark",1991,3.5,14,386,400
"Chilmark","Dukes County","MA","Chilmark",1992,3.1,12,369,381
"Chilmark","Dukes County","MA","Chilmark",1993,4.8,19,379,398
"Chilmark","Dukes County","MA","Chilmark",1994,4.7,21,428,449
"Chilmark","Dukes County","MA","Chilmark",1995,2.6,11,416,427
"Chilmark","Dukes County","MA","Chilmark",1996,3.5,16,437,453
"Chilmark","Dukes County","MA","Chilmark",1997,2.6,12,451,463
"Chilmark","Dukes County","MA","Chilmark",1998,2.4,11,449,460
"Chilmark","Dukes County","MA","Chilmark",1999,4.4,21,457,478
"Chilmark","Dukes County","MA","Chilmark",2000,2.9,16,543,559
"Chilmark","Dukes County","MA","Chilmark",2001,2,11,551,562
"Chilmark","Dukes County","MA","Chilmark",2002,2.4,14,580,594
"Chilmark","Dukes County","MA","Chilmark",2003,2.7,17,612,629
"Chilmark","Dukes County","MA","Chilmark",2004,2.2,14,626,640
"Chilmark","Dukes County","MA","Chilmark",2005,2.6,17,628,645
"Chilmark","Dukes County","MA","Chilmark",2006,2.9,19,642,661
"Chilmark","Dukes County","MA","Chilmark",2007,2.7,18,656,674
"Chilmark","Dukes County","MA","Chilmark",2008,2.8,19,661,680
"Chilmark","Dukes County","MA","Chilmark",2009,3.6,22,585,607
"Chilmark","Dukes County","MA","Chilmark",2010,6.2,36,549,585
"Chilmark","Dukes County","MA","Chilmark",2011,5.5,32,554,586
"Chilmark","Dukes County","MA","Chilmark",2012,5.1,30,559,589
"Clarksburg","Berkshire County","MA","Clarksburg",1990,5.4,50,879,929
"Clarksburg","Berkshire County","MA","Clarksburg",1991,10.7,102,855,957
"Clarksburg","Berkshire County","MA","Clarksburg",1992,10.2,96,844,940
"Clarksburg","Berkshire County","MA","Clarksburg",1993,8.4,81,888,969
"Clarksburg","Berkshire County","MA","Clarksburg",1994,7.5,72,884,956
"Clarksburg","Berkshire County","MA","Clarksburg",1995,6.2,56,842,898
"Clarksburg","Berkshire County","MA","Clarksburg",1996,6.4,58,852,910
"Clarksburg","Berkshire County","MA","Clarksburg",1997,4.4,40,863,903
"Clarksburg","Berkshire County","MA","Clarksburg",1998,4.7,39,798,837
"Clarksburg","Berkshire County","MA","Clarksburg",1999,4.7,40,808,848
"Clarksburg","Berkshire County","MA","Clarksburg",2000,2.8,26,888,914
"Clarksburg","Berkshire County","MA","Clarksburg",2001,3.5,32,895,927
"Clarksburg","Berkshire County","MA","Clarksburg",2002,4.5,42,894,936
"Clarksburg","Berkshire County","MA","Clarksburg",2003,5,47,886,933
"Clarksburg","Berkshire County","MA","Clarksburg",2004,5.6,52,880,932
"Clarksburg","Berkshire County","MA","Clarksburg",2005,5.2,49,885,934
"Clarksburg","Berkshire County","MA","Clarksburg",2006,4.6,43,893,936
"Clarksburg","Berkshire County","MA","Clarksburg",2007,4.6,43,893,936
"Clarksburg","Berkshire County","MA","Clarksburg",2008,5.8,55,888,943
"Clarksburg","Berkshire County","MA","Clarksburg",2009,9.6,92,866,958
"Clarksburg","Berkshire County","MA","Clarksburg",2010,8.4,82,898,980
"Clarksburg","Berkshire County","MA","Clarksburg",2011,7.8,76,896,972
"Clarksburg","Berkshire County","MA","Clarksburg",2012,6.6,63,885,948
"Clinton","Worcester County","MA","Clinton",1990,7.1,523,6828,7351
"Clinton","Worcester County","MA","Clinton",1991,10.1,722,6458,7180
"Clinton","Worcester County","MA","Clinton",1992,10.1,724,6446,7170
"Clinton","Worcester County","MA","Clinton",1993,8.4,600,6567,7167
"Clinton","Worcester County","MA","Clinton",1994,7.1,504,6605,7109
"Clinton","Worcester County","MA","Clinton",1995,6.6,474,6721,7195
"Clinton","Worcester County","MA","Clinton",1996,5.3,377,6794,7171
"Clinton","Worcester County","MA","Clinton",1997,3.7,268,6931,7199
"Clinton","Worcester County","MA","Clinton",1998,3.3,241,7060,7301
"Clinton","Worcester County","MA","Clinton",1999,3.8,276,7009,7285
"Clinton","Worcester County","MA","Clinton",2000,2.7,194,7072,7266
"Clinton","Worcester County","MA","Clinton",2001,4.1,302,7086,7388
"Clinton","Worcester County","MA","Clinton",2002,5.9,443,7050,7493
"Clinton","Worcester County","MA","Clinton",2003,6.6,494,7004,7498
"Clinton","Worcester County","MA","Clinton",2004,6.2,464,7049,7513
"Clinton","Worcester County","MA","Clinton",2005,5.7,425,7079,7504
"Clinton","Worcester County","MA","Clinton",2006,5.5,418,7220,7638
"Clinton","Worcester County","MA","Clinton",2007,5.2,396,7205,7601
"Clinton","Worcester County","MA","Clinton",2008,6.2,469,7048,7517
"Clinton","Worcester County","MA","Clinton",2009,9.5,715,6851,7566
"Clinton","Worcester County","MA","Clinton",2010,10.2,748,6588,7336
"Clinton","Worcester County","MA","Clinton",2011,9.1,666,6646,7312
"Clinton","Worcester County","MA","Clinton",2012,8.5,616,6644,7260
"Cohasset","Norfolk County","MA","Cohasset",1990,6.3,255,3766,4021
"Cohasset","Norfolk County","MA","Cohasset",1991,6.7,264,3681,3945
"Cohasset","Norfolk County","MA","Cohasset",1992,6,235,3708,3943
"Cohasset","Norfolk County","MA","Cohasset",1993,4.2,167,3775,3942
"Cohasset","Norfolk County","MA","Cohasset",1994,3.4,137,3903,4040
"Cohasset","Norfolk County","MA","Cohasset",1995,3,114,3714,3828
"Cohasset","Norfolk County","MA","Cohasset",1996,3,117,3774,3891
"Cohasset","Norfolk County","MA","Cohasset",1997,2.2,86,3864,3950
"Cohasset","Norfolk County","MA","Cohasset",1998,2,82,3922,4004
"Cohasset","Norfolk County","MA","Cohasset",1999,1.5,60,3961,4021
"Cohasset","Norfolk County","MA","Cohasset",2000,2.1,77,3625,3702
"Cohasset","Norfolk County","MA","Cohasset",2001,2.8,105,3618,3723
"Cohasset","Norfolk County","MA","Cohasset",2002,4,148,3559,3707
"Cohasset","Norfolk County","MA","Cohasset",2003,4.5,164,3504,3668
"Cohasset","Norfolk County","MA","Cohasset",2004,4.2,152,3495,3647
"Cohasset","Norfolk County","MA","Cohasset",2005,3.5,127,3506,3633
"Cohasset","Norfolk County","MA","Cohasset",2006,3.2,115,3506,3621
"Cohasset","Norfolk County","MA","Cohasset",2007,3.3,120,3531,3651
"Cohasset","Norfolk County","MA","Cohasset",2008,4,146,3534,3680
"Cohasset","Norfolk County","MA","Cohasset",2009,6.3,232,3433,3665
"Cohasset","Norfolk County","MA","Cohasset",2010,5.6,210,3547,3757
"Cohasset","Norfolk County","MA","Cohasset",2011,5,189,3586,3775
"Cohasset","Norfolk County","MA","Cohasset",2012,4.8,182,3626,3808
"Colrain","Franklin County","MA","Colrain",1990,5,43,822,865
"Colrain","Franklin County","MA","Colrain",1991,7.7,67,805,872
"Colrain","Franklin County","MA","Colrain",1992,7.4,64,804,868
"Colrain","Franklin County","MA","Colrain",1993,7.2,63,811,874
"Colrain","Franklin County","MA","Colrain",1994,5.3,47,837,884
"Colrain","Franklin County","MA","Colrain",1995,5.2,47,861,908
"Colrain","Franklin County","MA","Colrain",1996,4.5,41,863,904
"Colrain","Franklin County","MA","Colrain",1997,6.1,57,882,939
"Colrain","Franklin County","MA","Colrain",1998,5,48,907,955
"Colrain","Franklin County","MA","Colrain",1999,3.1,30,927,957
"Colrain","Franklin County","MA","Colrain",2000,2.6,25,944,969
"Colrain","Franklin County","MA","Colrain",2001,3.1,30,946,976
"Colrain","Franklin County","MA","Colrain",2002,3.8,38,966,1004
"Colrain","Franklin County","MA","Colrain",2003,4.9,50,974,1024
"Colrain","Franklin County","MA","Colrain",2004,5.4,55,956,1011
"Colrain","Franklin County","MA","Colrain",2005,4.5,45,954,999
"Colrain","Franklin County","MA","Colrain",2006,4.8,48,955,1003
"Colrain","Franklin County","MA","Colrain",2007,3.9,38,943,981
"Colrain","Franklin County","MA","Colrain",2008,5.1,51,948,999
"Colrain","Franklin County","MA","Colrain",2009,7.6,76,929,1005
"Colrain","Franklin County","MA","Colrain",2010,9.2,84,834,918
"Colrain","Franklin County","MA","Colrain",2011,6.6,59,836,895
"Colrain","Franklin County","MA","Colrain",2012,6.8,61,838,899
"Concord","Middlesex County","MA","Concord",1990,3.4,285,8211,8496
"Concord","Middlesex County","MA","Concord",1991,3.7,312,8063,8375
"Concord","Middlesex County","MA","Concord",1992,4,340,8072,8412
"Concord","Middlesex County","MA","Concord",1993,3.7,309,8101,8410
"Concord","Middlesex County","MA","Concord",1994,3.1,263,8263,8526
"Concord","Middlesex County","MA","Concord",1995,2.5,215,8426,8641
"Concord","Middlesex County","MA","Concord",1996,2,179,8590,8769
"Concord","Middlesex County","MA","Concord",1997,1.7,151,8801,8952
"Concord","Middlesex County","MA","Concord",1998,1.6,141,8885,9026
"Concord","Middlesex County","MA","Concord",1999,1.6,142,8966,9108
"Concord","Middlesex County","MA","Concord",2000,1.9,152,7712,7864
"Concord","Middlesex County","MA","Concord",2001,2.9,231,7663,7894
"Concord","Middlesex County","MA","Concord",2002,4.4,346,7508,7854
"Concord","Middlesex County","MA","Concord",2003,4.5,346,7384,7730
"Concord","Middlesex County","MA","Concord",2004,4,304,7390,7694
"Concord","Middlesex County","MA","Concord",2005,3.6,275,7431,7706
"Concord","Middlesex County","MA","Concord",2006,3.3,261,7712,7973
"Concord","Middlesex County","MA","Concord",2007,2.9,233,7682,7915
"Concord","Middlesex County","MA","Concord",2008,3.8,300,7672,7972
"Concord","Middlesex County","MA","Concord",2009,5.8,460,7405,7865
"Concord","Middlesex County","MA","Concord",2010,5.8,463,7554,8017
"Concord","Middlesex County","MA","Concord",2011,4.8,389,7658,8047
"Concord","Middlesex County","MA","Concord",2012,4.7,385,7742,8127
"Conway","Franklin County","MA","Conway",1990,5.2,46,836,882
"Conway","Franklin County","MA","Conway",1991,6.3,56,835,891
"Conway","Franklin County","MA","Conway",1992,7.9,71,828,899
"Conway","Franklin County","MA","Conway",1993,5.5,50,864,914
"Conway","Franklin County","MA","Conway",1994,3.7,36,928,964
"Conway","Franklin County","MA","Conway",1995,3.9,36,892,928
"Conway","Franklin County","MA","Conway",1996,2.9,27,903,930
"Conway","Franklin County","MA","Conway",1997,2.4,23,925,948
"Conway","Franklin County","MA","Conway",1998,2.3,22,946,968
"Conway","Franklin County","MA","Conway",1999,3,30,972,1002
"Conway","Franklin County","MA","Conway",2000,1.9,21,1095,1116
"Conway","Franklin County","MA","Conway",2001,2.5,28,1112,1140
"Conway","Franklin County","MA","Conway",2002,2.6,30,1119,1149
"Conway","Franklin County","MA","Conway",2003,3.4,39,1114,1153
"Conway","Franklin County","MA","Conway",2004,3.1,36,1118,1154
"Conway","Franklin County","MA","Conway",2005,3.2,37,1132,1169
"Conway","Franklin County","MA","Conway",2006,3.2,38,1136,1174
"Conway","Franklin County","MA","Conway",2007,2.8,32,1130,1162
"Conway","Franklin County","MA","Conway",2008,3.4,40,1127,1167
"Conway","Franklin County","MA","Conway",2009,4.9,56,1076,1132
"Conway","Franklin County","MA","Conway",2010,5.4,62,1079,1141
"Conway","Franklin County","MA","Conway",2011,5.1,58,1071,1129
"Conway","Franklin County","MA","Conway",2012,3.9,44,1072,1116
"Cummington","Hampshire County","MA","Cummington",1990,6.7,32,448,480
"Cummington","Hampshire County","MA","Cummington",1991,11.2,53,422,475
