"Municipal","F_year","Total Budget","Residential","Open Space","Commercial","Industrial","Personal Property","Total Levy"
"Medway","2010",45497207.62,23460897,0,1135808,952996,1143844,26693545
"Medway","2011",48800656.78,23996191,0,1193981,999977,1272679,27462828
"Medway","2012",48715155.23,24586940,0,1269861,980863,1564931,28402595
"Medway","2013",52302984.77,25579647,0,1328242,1029344,1659491,29596724
"Melrose","2003",61927036.86,29260900,0,1952393,425269,618552,32257114
"Melrose","2004",60827670.95,30420711,0,1919479,420166,597754,33358110
"Melrose","2005",62865165.36,31646603,0,2041482,309581,563083,34560749
"Melrose","2006",66329735.03,33012052,0,2024351,284706,578699,35899808
"Melrose","2007",69617253.46,35109668,0,2103295,296766,571944,38081673
"Melrose","2008",72399986.41,36662126,0,2232040,326813,644072,39865051
"Melrose","2009",77524773.39,38396244,0,2286274,336048,938868,41957434
"Melrose","2010",76169079.31,39942033,0,2378060,319975,1136149,43776217
"Melrose","2011",77696113.34,41174700,0,2437712,315936,1194253,45122601
"Melrose","2012",81657423.49,42424245,0,2453507,343896,1274775,46496423
"Melrose","2013",83708162.1,43742186,0,2557367,357485,1356301,48013339
"Mendon","2003",9635319.45,6349014,0,375203,63460,174023,6961700
"Mendon","2004",10260207.19,7117716,0,390057,65108,199633,7772514
"Mendon","2005",10291591.35,7140400,0,371668,61502,193415,7766985
"Mendon","2006",11663384.45,7841564,0,399572,65887,192492,8499515
"Mendon","2007",12493553.26,8040807,0,420861,66345,198776,8726789
"Mendon","2008",13198335.72,8967668,0,469440,71137,234823,9743068
"Mendon","2009",13896134.49,9277813,0,563127,57968,305588,10204496
"Mendon","2010",14608619.38,9354287,0,594522,58875,332247,10339931
"Mendon","2011",14943458.47,9792875,0,710512,63524,410190,10977101
"Mendon","2012",15039554.34,10269698,0,749098,66602,420257,11505655
"Mendon","2013",15226019.14,10621703,0,786811,69356,466204,11944074
"Merrimac","2003",10591823.81,5732439,0,197883,95789,59406,6085517
"Merrimac","2004",10783183.29,6383870,0,179793,86718,53897,6704278
"Merrimac","2005",11778208.52,6844170,0,191593,90547,52245,7178555
"Merrimac","2006",13158103.52,7563080,0,178463,84448,50828,7876819
"Merrimac","2007",13442053.54,7756875,0,193504,87450,46676,8084505
"Merrimac","2008",13859636.64,8170242,0,207899,94468,60900,8533509
"Merrimac","2009",14375327.95,8443033,0,229260,102613,82922,8857828
"Merrimac","2010",14350349.93,8980510,0,254592,104040,87896,9427038
"Merrimac","2011",14674358.66,9184153,0,271215,110273,112771,9678412
"Merrimac","2012",15440049.79,9442558,0,300199,119697,118887,9981341
"Merrimac","2013",15219339.24,9697804,0,303971,114743,131077,10247595
"Methuen","2003",100038288.66,33900029,0,5597469,2655350,1480287,43633135
"Methuen","2004",100168532.19,34304677,0,5541312,2781246,1521666,44148901
"Methuen","2005",104594004.43,37179286,0,5509349,2671906,1791045,47151586
"Methuen","2006",114287602.91,39601721,0,5963897,2582042,1698970,49846630
"Methuen","2007",118848063.18,41992417,0,6212047,2781531,1935861,52921856
"Methuen","2008",126809888.94,45159825,0,7084428,3096976,2140801,57482030
"Methuen","2009",130812408.86,45462614,0,8166527,3407601,2776408,59813150
"Methuen","2010",128436263.46,46269183,0,8311461,3420018,3296826,61297488
"Methuen","2011",132976265.1,46852257,0,8491270,3459230,3385461,62188218
"Methuen","2012",135428562.84,48646805,0,9156562,3312738,3452217,64568322
"Methuen","2013",138821410.53,51323140,0,9616011,3493630,3691129,68123910
"Middleborough","2003",50216640.12,16425378,0,3274661,632872,487887,20820798
"Middleborough","2004",53579404.02,18081560,0,2764153,615416,337319,21798448
"Middleborough","2005",56002145.79,19486049,0,2737645,567691,281526,23072911
"Middleborough","2006",60382004.47,20919381,0,2633091,515097,254082,24321651
"Middleborough","2007",64319397.43,21599566,0,3165018,551572,271542,25587698
"Middleborough","2008",65166443.81,22432119,0,3461351,598194,365800,26857464
"Middleborough","2009",67397210.25,23410840,0,3684038,650503,664783,28410164
"Middleborough","2010",71226744.59,24214238,0,4032433,740175,677296,29664142
"Middleborough","2011",67680318.74,24742452,0,4386535,873571,829671,30832229
"Middleborough","2012",68771252.51,25400753,0,4764021,933415,850778,31948967
"Middleborough","2013",71945284.24,26016922,0,5235625,999619,927111,33179277
"Middlefield","2003",975278.02,676101,0,25645,267,30634,732647
"Middlefield","2004",981003.6,681355,0,32124,271,34549,748299
"Middlefield","2005",985437.04,717143,0,34900,325,30336,782704
"Middlefield","2006",1099343.86,775069,0,35898,330,28886,840183
"Middlefield","2007",1272137.89,819798,0,38171,357,27058,885384
"Middlefield","2008",1584829.93,950291,0,26747,463,30089,1007590
"Middlefield","2009",1519123.36,924250,0,31818,402,43201,999671
"Middlefield","2010",1433299.71,972559,0,41575,426,46292,1060852
"Middlefield","2011",1406652.38,907521,0,44334,376,42446,994677
"Middlefield","2012",1375785.38,937029,0,48499,390,45563,1031481
"Middlefield","2013",1412232.51,958250,0,49409,399,46701,1054759
"Middleton","2003",17985283.47,10263995,0,1543577,459483,185018,12452073
"Middleton","2004",18084358.8,11093916,0,1494163,441532,204302,13233913
"Middleton","2005",19312858.18,11804803,0,1535958,459065,327510,14127336
"Middleton","2006",20856264,12728513,0,1416729,444448,319299,14908989
"Middleton","2007",22861365.31,13692798,0,1569157,456627,342200,16060782
"Middleton","2008",23763136.63,14213132,0,1855609,525560,367264,16961565
"Middleton","2009",25988597.97,15083493,0,2178274,592731,489985,18344483
"Middleton","2010",25371253.32,15018148,0,2330695,705417,599004,18653264
"Middleton","2011",25999236.02,15744678,0,2347635,694856,561650,19348819
"Middleton","2012",27051043.31,16611064,0,2269806,744435,593715,20219020
"Middleton","2013",28283838.04,17647251,0,2302688,779357,598634,21327930
"Milford","2003",65098327.09,22464817,0,6277767,3872186,3226628,35841398
"Milford","2004",62583813.63,25561470,0,5965408,3952414,2681174,38160466
"Milford","2005",63705719.08,26984410,0,6278459,4006822,2508270,39777961
"Milford","2006",67806950.93,28683568,0,6401138,3897207,2333637,41315550
"Milford","2007",71758201.83,30743885,0,6980874,4308655,1903558,43936972
"Milford","2008",76328298.95,32344548,0,7682707,4281478,1937771,46246504
"Milford","2009",78593494.24,32827222,0,8324552,4680203,2329014,48160991
"Milford","2010",79537851.69,34117175,0,8773569,4767565,2363835,50022144
"Milford","2011",81263915.89,34523141,0,9131048,4816831,2728153,51199173
"Milford","2012",84107985.39,35250937,0,9592288,5311057,2863381,53017663
"Milford","2013",89969385.58,36369065,0,9885697,5453360,3117611,54825733
"Millbury","2003",25401146.64,10643343,0,609897,635784,805971,12694995
"Millbury","2004",26219271.81,10827678,0,630282,639673,831225,12928858
"Millbury","2005",30240140.55,11360828,0,909430,583754,665463,13519475
"Millbury","2006",31923049.75,13037985,0,1565328,649105,661598,15914016
"Millbury","2007",35708246.58,13345366,0,1592050,649117,660262,16246795
"Millbury","2008",34551613.62,13903990,0,1647899,652020,701105,16905014
"Millbury","2009",37165813.43,14071204,0,1860597,705107,928573,17565481
"Millbury","2010",37005220.41,14680820,0,2129538,818505,1012209,18641072
"Millbury","2011",35845197.76,14802822,0,2299704,877039,1104735,19084300
"Millbury","2012",36874889.12,15157451,0,2314979,899069,1279141,19650640
"Millbury","2013",37897053.23,15704133,0,2409885,911896,1421286,20447200
"Millis","2003",19926101.68,9634506,0,729928,216957,182599,10763990
"Millis","2004",19114829.79,9958250,0,731145,221857,211018,11122270
"Millis","2005",20312141.26,10506334,0,612037,183549,172211,11474131
"Millis","2006",21238870.76,10790584,0,612178,184095,173082,11759939
"Millis","2007",22838371.14,12283625,0,726101,212144,192648,13414518
"Millis","2008",23872871.14,12637462,0,809110,225238,208041,13879851
"Millis","2009",26107514.83,13370196,0,885695,240969,320389,14817249
"Millis","2010",25867641.12,13113180,0,894758,233102,301320,14542360
"Millis","2011",26062486.58,13754797,0,981509,262353,343999,15342658
"Millis","2012",26886192.07,13814260,0,991341,263007,350525,15419133
"Millis","2013",27821332.55,14616843,0,1056961,278072,376461,16328337
"Millville","2003",3912271.9,2490434,0,45256,18484,74751,2628925
"Millville","2004",4316329.54,2849102,0,47718,20357,91510,3008687
"Millville","2005",4589082.65,2991588,0,40393,20348,88700,3141029
"Millville","2006",4782823.78,3134269,0,42684,21085,96071,3294109
"Millville","2007",5049872.3,3275433,0,41355,23892,92581,3433261
"Millville","2008",5135873.88,3387734,0,48045,26658,94129,3556566
"Millville","2009",4932587.21,3463369,0,48286,28030,123004,3662689
"Millville","2010",5262047.05,3575527,0,50246,28770,126448,3780991
"Millville","2011",5168340.1,3493179,0,54851,30817,150407,3729254
"Millville","2012",5113632.69,3596978,0,60659,30262,161129,3849028
"Millville","2013",5513835.48,3781477,0,69041,32227,174667,4057412
"Milton","2003",64874605.42,38003889,0,1671415,142801,575369,40393474
"Milton","2004",64957247.41,39447591,0,1685274,129262,663906,41926033
"Milton","2005",69300247.6,41341706,0,1831049,111356,655746,43939857
"Milton","2006",75968786.85,44979742,0,1880703,113150,672443,47646038
"Milton","2007",80251632.23,48581740,0,1913214,122673,699235,51316862
"Milton","2008",81898152.28,49450728,0,1836201,105749,842209,52234887
"Milton","2009",83694061.47,50891493,0,1840024,90560,993669,53815746
"Milton","2010",86785708.5,56597486,0,2116074,99020,1306901,60119481
"Milton","2011",88343671.47,58031519,0,2161611,94040,1514489,61801659
"Milton","2012",91600313.3,59654558,0,2193808,91432,1590539,63530337
"Milton","2013",93844387.03,60899835,0,2330708,91810,1642024,64964377
"Monroe","2003",579171.44,93342,0,12971,236490,19951,362754
"Monroe","2004",541673.89,98608,0,13399,241486,19509,373002
"Monroe","2005",730710.67,96792,0,12937,233149,39307,382185
"Monroe","2006",612639.42,94695,0,12668,219495,47126,373984
"Monroe","2007",622480.96,101902,0,12312,213331,74835,402380
"Monroe","2008",715013.58,119867,0,14710,254886,83923,473386
"Monroe","2009",885914.77,119910,0,10766,296840,67658,495174
"Monroe","2010",684318.87,113602,0,12025,269533,74078,469238
"Monroe","2011",701367.53,113425,0,12131,262410,72377,460343
"Monroe","2012",731385.38,117852,0,12601,279184,77079,486716
"Monroe","2013",881517.03,129949,0,14045,302444,90391,536829
"Monson","2003",21154622.22,7038787,0,371990,187078,337958,7935813
"Monson","2004",21947193.14,7533766,0,345986,160906,325633,8366291
"Monson","2005",22681945.72,7173150,0,312703,139072,243717,7868642
"Monson","2006",23610625.07,7348764,0,304338,135017,227692,8015811
"Monson","2007",24801478.02,7911696,0,306586,135355,212997,8566634
"Monson","2008",25712062.35,8728538,0,290678,138326,232381,9389923
"Monson","2009",26809818.35,9295716,0,318554,117980,320540,10052790
"Monson","2010",27188042.11,9574997,0,332732,124784,339003,10371516
"Monson","2011",26346951.67,9859028,0,344498,130964,383685,10718175
"Monson","2012",25374126.03,10020269,0,342419,137381,410157,10910226
"Monson","2013",24961258.19,10340884,0,356404,140007,452924,11290219
"Montague","2003",14324019.64,6010491,39534,541220,2180793,637133,9409171
"Montague","2004",14342115.65,6479152,45951,601562,2190562,628686,9945913
"Montague","2005",14418943.72,6381481,49787,581685,2158388,618490,9789831
"Montague","2006",16753369.05,6686634,48932,610119,2042066,648674,10036425
"Montague","2007",17180762.45,7263988,59767,650086,1557901,616516,10148258
"Montague","2008",17513021,7537977,58489,677453,1573260,663058,10510237
"Montague","2009",17535580.94,7948201,57391,724215,1711742,805737,11247286
"Montague","2010",18342073.72,8079102,0,737225,2368506,687330,11872163
"Montague","2011",17975567.11,8505402,0,805776,2531962,881568,12724708
"Montague","2012",19171783.75,8736800,0,844765,2643173,921396,13146134
"Montague","2013",18841913.23,9042581,0,871030,2797555,907028,13618194
"Monterey","2003",2640022.61,1830409,0,47632,2169,44448,1924658
"Monterey","2004",2352795.4,1893539,0,44159,2224,46319,1986241
"Monterey","2005",2564469.21,1965735,0,41788,2239,36440,2046202
"Monterey","2006",2722242.72,2183608,0,42086,990,40065,2266749
"Monterey","2007",2968875.92,2239030,0,40160,1010,39796,2319996
"Monterey","2008",2943043.88,2298180,0,43987,989,38709,2381865
"Monterey","2009",3272877.16,2451005,0,45876,1013,35813,2533707
"Monterey","2010",3257274.07,2542188,0,53485,1040,37853,2634566
"Monterey","2011",3302807.44,2517523,0,54208,1026,37312,2610069
"Monterey","2012",3439929.93,2542325,0,54173,910,38603,2636011
"Monterey","2013",3403692.85,2699771,0,58416,965,44243,2803395
"Montgomery","2003",1337435.77,825637,0,18306,5297,18251,867491
"Montgomery","2004",1388424.71,866390,0,20072,5221,17089,908772
"Montgomery","2005",1455192.16,931436,0,20651,5205,16925,974217
"Montgomery","2006",1454318.01,964197,0,22658,5659,14148,1006662
"Montgomery","2007",1771084.61,1076309,0,20779,5108,14853,1117049
"Montgomery","2008",1705830.4,1170149,0,22633,5499,16395,1214676
"Montgomery","2009",1848776.15,1213628,0,24449,6011,22505,1266593
"Montgomery","2010",1784487.97,1228679,0,23921,8013,22696,1283309
"Montgomery","2011",1845473.77,1312352,0,21161,7051,25204,1365768
"Montgomery","2012",1944576.58,1357288,0,20943,7129,30771,1416131
"Montgomery","2013",2037646.77,1390974,0,21960,8793,31684,1453411
"Mount Washington","2003",455374.11,240665,0,533,3533,5654,250385
"Mount Washington","2004",566248.76,298351,0,460,3871,6436,309118
"Mount Washington","2005",472097.06,290530,0,436,3665,5790,300421
"Mount Washington","2006",569566.13,332902,0,492,4226,6403,344023
"Mount Washington","2007",668879.97,373372,0,602,4826,6102,384902
"Mount Washington","2008",762690.52,408211,0,94,5193,6624,420122
"Mount Washington","2009",959079.28,423417,0,97,4676,8491,436681
"Mount Washington","2010",975354.01,434736,0,236,4087,9027,448086
"Mount Washington","2011",829522.64,435121,0,160,3523,8811,447615
"Mount Washington","2012",1191620.38,459404,0,144,3814,9895,473257
"Mount Washington","2013",1150776.1,478367,0,136,3943,10036,492482
"Nahant","2003",9045189.16,5041058,0,106506,2403,39213,5189180
"Nahant","2004",9056374.45,5209430,0,103718,2592,35265,5351005
"Nahant","2005",9628297.38,5380355,0,105054,2690,94344,5582443
"Nahant","2006",10121007.88,5559839,0,105480,2790,88893,5757002
"Nahant","2007",10836392.35,5809514,0,106901,2955,94369,6013739
"Nahant","2008",12002599.41,6973534,0,133747,2975,104912,7215168
"Nahant","2009",12186156.46,6937860,0,130741,2899,140881,7212381
"Nahant","2010",11742660,7037732,0,137064,2584,156271,7333651
"Nahant","2011",11899128.46,7197259,0,129246,2608,179649,7508762
"Nahant","2012",12117778.44,7392568,0,133739,2751,185234,7714292
"Nahant","2013",12557154.75,7551064,0,137771,2801,202833,7894469
"Nantucket","2003",65937983.51,32936553,38963,3831566,151236,763939,37722257
"Nantucket","2004",72175812.78,35111054,30292,4349486,223156,631026,40345014
"Nantucket","2005",80145220.29,37721706,31907,4442769,222109,898971,43317462
"Nantucket","2006",89059885.84,41633341,73445,4673890,242909,997297,47620882
"Nantucket","2007",99500180.07,45061618,67275,5693987,292435,803956,51919271
"Nantucket","2008",103113729.37,48898998,72060,5954890,342639,951420,56220007
"Nantucket","2009",108918865.41,51085440,74593,5964360,364053,1021696,58510142
"Nantucket","2010",111657023.59,53597537,44065,6269759,327458,1094777,61333596
"Nantucket","2011",104528150.64,54127313,41562,7167045,359950,1344280,63040150
"Nantucket","2012",108229933.52,53660910,76032,6835572,346955,1355275,62274744
"Nantucket","2013",112148715.47,55805960,78723,6069084,327931,1336576,63618274
"Natick","2003",89671308.95,40877621,0,11682409,735555,843249,54138834
"Natick","2004",92586900.53,43554556,0,10742523,769825,856926,55923830
"Natick","2005",96456188.63,45662661,0,11765021,622290,800734,58850706
"Natick","2006",100785887.65,48312860,0,11449836,601908,804658,61169262
"Natick","2007",109651561.51,50120567,0,11333194,603579,782174,62839514
"Natick","2008",111634235.45,51612195,0,12002486,619826,952153,65186660
"Natick","2009",114250149.4,56446713,0,14612120,700975,1268159,73027967
"Natick","2010",115702630.2,58645346,0,16238181,757916,1329630,76971073
"Natick","2011",119367560.32,60902611,0,16590019,739657,1412910,79645197
"Natick","2012",131040458,66253864,0,17848195,786706,1566553,86455318
"Natick","2013",134164537,68531970,0,18516957,576654,1697864,89323445
"Needham","2003",89285786.38,43678907,0,9153215,2490062,1363081,56685265
"Needham","2004",93174836.32,47831181,0,9345317,2751624,1528463,61456585
"Needham","2005",96649089.65,50398379,0,9494675,2793982,1754424,64441460
"Needham","2006",104294153.95,54568162,0,10018642,2641893,1753223,68981920
"Needham","2007",125517445.21,58789954,0,10674387,2520319,1943045,73927705
"Needham","2008",117827098.22,61486288,0,11453493,2627651,2383913,77951345
"Needham","2009",125744963.75,63779919,0,12914270,2597144,2634318,81925651
"Needham","2010",134191732.63,68322324,0,13723527,2694575,3091700,87832126
"Needham","2011",133119697.91,71793779,0,14946375,2744847,3586745,93071746
"Needham","2012",136706999.61,74902426,0,15283199,2606690,3454136,96246451
"Needham","2013",144990958.02,78219084,0,15594044,2686193,3942950,100442271
"New Ashford","2003",399623.48,118856,3544,61380,0,21416,205196
"New Ashford","2004",464023.29,142978,4226,73873,0,32917,253994
"New Ashford","2005",476588.56,157937,3640,72716,0,28704,262997
"New Ashford","2006",521367.63,173488,2187,78089,0,17612,271376
"New Ashford","2007",532458.35,175044,2131,74424,2834,19060,273493
"New Ashford","2008",535346.17,173265,2082,67732,2754,18729,264562
"New Ashford","2009",690152.45,221245,4257,86753,2998,21024,336277
"New Ashford","2010",606952.02,232759,4168,96702,3373,23867,360869
"New Ashford","2011",681099.27,248377,4386,88578,3098,21554,365993
"New Ashford","2012",698762.81,281379,4955,65406,3665,24166,379571
"New Ashford","2013",719535.81,291279,5134,68275,3797,24634,393119
"New Bedford","2003",245359532.97,42750143,0,11629090,6134303,3714153,64227689
"New Bedford","2004",239478519.15,46085275,0,12678670,6211794,3636007,68611746
"New Bedford","2005",252606639.54,49065023,0,13887687,6555113,3430150,72937973
"New Bedford","2006",261645724.85,52925445,0,14564519,6516963,3157525,77164452
"New Bedford","2007",275719162.22,57970084,0,13998703,6543698,3033140,81545625
"New Bedford","2008",294021554.77,59683448,0,13543966,6232742,3217719,82677875
"New Bedford","2009",298618880.29,62948451,0,15021400,6882397,3945061,88797309
"New Bedford","2010",292017375.64,64766528,0,16056629,6972203,4353368,92148728
"New Bedford","2011",281808527.11,63123965,0,17369164,7525097,5141972,93160198
"New Bedford","2012",296641776.78,62818432,0,18302897,7844582,5427581,94393492
"New Bedford","2013",296561069.32,62791954,0,18777451,8216217,5432881,95218503
"New Braintree","2003",1447685.89,938973,0,50802,3744,28785,1022304
"New Braintree","2004",1405555.49,983635,0,47074,1803,27356,1059868
"New Braintree","2005",1600851.28,1107796,0,47996,2842,23570,1182204
"New Braintree","2006",1762438.46,1182277,0,49710,2943,22775,1257705
"New Braintree","2007",1821865.4,1278337,0,49297,755,22311,1350700
"New Braintree","2008",1971410.7,1369192,0,50249,792,25500,1445733
"New Braintree","2009",2022955.51,1459757,0,56090,834,33601,1550282
"New Braintree","2010",1977052.4,1497992,0,59393,603,34588,1592576
"New Braintree","2011",2084981.63,1546339,0,69770,0,37437,1653546
"New Braintree","2012",2104726.39,1566997,0,62389,60,40809,1670255
"New Braintree","2013",2171714.66,1653161,0,67795,57,40335,1761348
"New Marlborough","2003",2864024.37,2140941,874,106605,10532,52853,2311805
"New Marlborough","2004",3172763.32,2329189,0,113956,10848,29823,2483816
"New Marlborough","2005",3307786.86,2434340,0,121419,11190,32345,2599294
"New Marlborough","2006",3467921.29,2789618,0,138930,13460,30997,2973005
"New Marlborough","2007",3576629.19,2717268,0,131794,11686,27660,2888408
"New Marlborough","2008",4123650.33,3017951,0,144662,12861,31115,3206589
"New Marlborough","2009",4540376.22,3391560,0,156842,15539,46448,3610389
"New Marlborough","2010",4425559.91,3484376,0,161550,15825,48257,3710008
"New Marlborough","2011",4298779.96,3614349,0,163862,16278,50542,3845031
"New Marlborough","2012",4546423.94,3763747,0,167084,16912,51242,3998985
"New Marlborough","2013",4909724.89,3982368,0,175809,18526,50671,4227374
"New Salem","2003",1667076.51,883005,0,24105,2413,17683,927206
"New Salem","2004",1733792.65,1009459,0,25945,2702,30299,1068405
"New Salem","2005",1902245.49,1039924,0,26637,2530,24897,1093988
"New Salem","2006",1956117.58,1103154,0,19635,2573,18666,1144028
"New Salem","2007",2076300.16,1258994,0,21286,2855,19278,1302413
"New Salem","2008",2152599.81,1319822,0,27055,3435,22838,1373150
"New Salem","2009",2248407.21,1366572,3773,21506,5656,37356,1434863
"New Salem","2010",2291050.38,1407391,3245,22827,5816,42454,1481733
"New Salem","2011",2388988.75,1461744,3358,24014,6249,58500,1553865
"New Salem","2012",2579857.9,1478923,3537,24373,6543,98504,1611880
"New Salem","2013",2597028.29,1533577,4120,27658,14274,89922,1669551
"Newbury","2003",12845229.97,8746622,0,280644,27069,129530,9183865
"Newbury","2004",12941008.25,9004997,0,283515,23333,120494,9432339
"Newbury","2005",13525120.37,9476279,0,286181,23092,107275,9892827
"Newbury","2006",14812745.96,10725183,0,314892,26104,115440,11181619
"Newbury","2007",15393150.21,11355585,0,338325,27893,112734,11834537
"Newbury","2008",17656621.78,11644675,0,347310,29668,125824,12147477
"Newbury","2009",16687406.96,11901382,0,362516,30228,151171,12445297
"Newbury","2010",17641831.41,12445180,0,378184,28948,166693,13019005
"Newbury","2011",17032259.66,12522419,0,393892,30510,172814,13119635
"Newbury","2012",18004073.76,12678391,0,409668,32821,199722,13320602
"Newbury","2013",18011343.45,13005529,0,416887,32281,202681,13657378
"Newburyport","2003",46224139.53,24316100,4999,2367067,1660228,453528,28801922
"Newburyport","2004",51366073.52,25812201,5835,2515966,1760941,505231,30600174
"Newburyport","2005",52699214.79,27881549,5156,2450821,1492514,417726,32247766
"Newburyport","2006",56600213.38,29312640,5323,2441206,1507639,414333,33681141
"Newburyport","2007",59700592.59,30932404,4859,2538781,1550234,392948,35419226
"Newburyport","2008",60360480.35,31630324,3398,2785527,1821483,472448,36713180
"Newburyport","2009",61063524.42,32597425,3666,2961034,1849486,596902,38008513
"Newburyport","2010",60894966.78,33446659,3911,3231576,1934525,673933,39290604
"Newburyport","2011",63968039.98,34700578,2744,3212179,1936975,722822,40575298
"Newburyport","2012",66223196.11,35927774,2811,3371513,2045322,759582,42107002
"Newburyport","2013",65799938.28,37078857,2817,3472036,2063416,737342,43354468
"Newton","2003",265985159.42,145785983,0,27843021,2648151,3893065,180170220
"Newton","2004",276569321.84,154074872,0,26633994,2515954,4159905,187384725
"Newton","2005",284263988.78,161600544,0,26515410,2572997,3500971,194189922
"Newton","2006",296654581.47,168840600,0,26293350,2601812,3502280,201238042
"Newton","2007",304305025.85,175221741,0,27193831,2635958,3452598,208504128
"Newton","2008",325448862.61,179245608,0,29939010,2684235,3903572,215772425
"Newton","2009",334466112.59,185846467,0,31211463,2772712,5065867,224896509
"Newton","2010",350445656.63,191384572,0,33298008,2974046,5643658,233300284
"Newton","2011",348955881.96,197438985,0,35164961,3064699,6039209,241707854
"Newton","2012",361603797.35,204153075,0,36236017,3228846,7163902,250781840
"Newton","2013",375735689.48,211944528,0,37209039,3310792,7710976,260175335
"Norfolk","2003",23487290.65,12980005,1785,391851,107051,130826,13611518
"Norfolk","2004",24591704.4,13547503,1690,531113,126074,129554,14335934
"Norfolk","2005",26582154.81,14632291,1933,561175,128981,166946,15491326
"Norfolk","2006",28572400.03,16920601,6848,604886,154923,171436,17858694
"Norfolk","2007",31862358.86,17886999,4460,636816,162928,183735,18874938
"Norfolk","2008",31928288.31,18230153,4692,716085,164626,213546,19329102
"Norfolk","2009",31826370.56,19091950,5092,793586,165828,303910,20360366
"Norfolk","2010",32626042.13,19715615,5437,835181,171287,394400,21121920
"Norfolk","2011",32666799.78,20335891,5835,925681,188854,417576,21873837
"Norfolk","2012",34396408.72,22294162,6364,1013625,210801,449771,23974723
"Norfolk","2013",37500447.95,23346123,7796,1033241,212462,459056,25058678
"North Adams","2003",35815188.17,4791527,12030,2055665,639589,656569,8155380
"North Adams","2004",34955590.55,5024837,11307,2139277,614828,760260,8550509
"North Adams","2005",36154947.2,5204345,10438,2230975,659187,751475,8856420
"North Adams","2006",39316877.13,5406095,10761,2364385,681782,736359,9199382
"North Adams","2007",39774044.15,5672106,0,2568753,731398,680305,9652562
"North Adams","2008",40762533.16,6439137,0,2654806,748015,712443,10554401
"North Adams","2009",40385718.36,6674574,0,2760581,748117,868877,11052149
"North Adams","2010",40330549.84,6992577,0,2958561,724256,926195,11601589
"North Adams","2011",41527662.87,7717133,0,3306662,798788,1031582,12854165
"North Adams","2012",40093739.8,8172331,0,3362345,819329,887147,13241152
"North Adams","2013",41156019.12,8422559,0,3423227,810450,1030149,13686385
"North Andover","2003",70761978.81,34961897,0,3088916,2511304,823030,41385147
"North Andover","2004",74594184.77,38158222,0,3441456,2637449,804409,45041536
"North Andover","2005",76621769.33,39603439,0,3019317,2216637,977316,45816709
"North Andover","2006",81745554.6,41704830,0,3237622,2366656,1091294,48400402
"North Andover","2007",81968146.81,42983411,0,3613257,2202311,984272,49783251
"North Andover","2008",87933438.97,45618066,0,3910625,2302481,1129991,52961163
"North Andover","2009",88950415.65,45993084,0,4683072,2732839,1665903,55074898
"North Andover","2010",86904594.9,46758072,0,5068096,2976298,1912966,56715432
"North Andover","2011",89712389.09,48179307,0,5274914,3018522,2101981,58574724
"North Andover","2012",90488873.1,49921745,0,5342557,3036032,2326024,60626358
"North Andover","2013",93421866.03,50943262,0,5242642,3043268,2205407,61434579
"North Attleborough","2003",65238360.26,20705688,0,6068466,751229,489848,28015231
"North Attleborough","2004",69195239.66,22351786,0,6459715,807030,676914,30295445
"North Attleborough","2005",71983443.68,25095878,0,5783973,757639,501015,32138505
"North Attleborough","2006",75459608.4,26268344,0,6184848,839251,509341,33801784
"North Attleborough","2007",81905001.21,27794981,0,6331256,873564,504886,35504687
"North Attleborough","2008",85798504.08,29125095,0,6262300,1003666,485478,36876539
"North Attleborough","2009",86700671.02,29692543,0,6718459,1085823,589119,38085944
"North Attleborough","2010",86992072.64,30418072,0,6975403,1125657,621275,39140407
"North Attleborough","2011",84719564.22,31245611,0,7185029,1170973,797926,40399539
"North Attleborough","2012",86862292.89,32549977,0,7098312,1185940,804415,41638644
"North Attleborough","2013",89211165.72,33883386,0,7033992,1198947,763615,42879940
"North Brookfield","2003",11168009.35,2730136,0,169218,120326,89636,3109316
"North Brookfield","2004",11414877.77,3062995,0,153147,103744,68197,3388083
"North Brookfield","2005",12231677.77,3174155,0,155222,104939,62828,3497144
"North Brookfield","2006",13398461.02,3586452,0,150037,106863,60997,3904349
"North Brookfield","2007",13764430.68,3818135,0,145353,105274,50267,4119029
"North Brookfield","2008",14012674.97,4129303,0,155932,111816,55474,4452525
"North Brookfield","2009",14487683.36,4391265,0,169165,117334,86644,4764408
"North Brookfield","2010",13900686.13,4540757,0,172514,123493,99886,4936650
"North Brookfield","2011",13960009.84,4902348,0,194945,133217,112822,5343332
"North Brookfield","2012",13990635.41,4884650,0,189804,132600,110540,5317594
"North Brookfield","2013",14124485.93,5139794,0,201142,130802,122747,5594485
"North Reading","2003",37452661.71,19040067,0,1536240,1542145,176866,22295318
"North Reading","2004",39396787.1,20013449,0,1525475,1467172,242275,23248371
"North Reading","2005",41635019.03,22787074,0,1629730,1193719,210224,25820747
"North Reading","2006",44883408.63,23927602,0,1666502,1170957,199587,26964648
"North Reading","2007",49011759.64,25968969,0,1787832,1204204,224795,29185800
"North Reading","2008",51262018.91,27249678,0,1983967,1260183,355451,30849279
"North Reading","2009",54104554.73,28380862,0,2089880,1400409,551683,32422834
"North Reading","2010",54871884.27,29164094,0,2318563,1494412,754127,33731196
"North Reading","2011",54729786.04,30356441,0,2352462,1520911,661287,34891101
"North Reading","2012",57300687.88,31405922,0,2448468,1573105,614879,36042374
