"","Municipal","County","State","Region","Geography","Five_Year_Average","Estimate; Median household income in the past 12 months (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Lowest Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Second Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Third Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Fourth Quintile (inflation-adjusted dollars)","Estimate; Lower Limit of Top 5 Percent (inflation-adjusted dollars)","Estimate; Quintile Means: - Lowest Quintile","Estimate; Quintile Means: - Second Quintile","Estimate; Quintile Means: - Third Quintile","Estimate; Quintile Means: - Fourth Quintile","Estimate; Quintile Means: - Highest Quintile","Estimate; Lower Limit of Top 5 Percent (inflation-adjusted dollars).1"
"556","Burlington","Middlesex County","MA","Burlington","Burlington town, Middlesex County, Massachusetts",2010,92974,36887,73272,111530,168426,250000,23876,55543,89330,124465,217407,329840
"557","Cambridge","Middlesex County","MA","Cambridge","Cambridge city, Middlesex County, Massachusetts",2010,55863,21761,46845,66362,111547,176428,10498,34583,64948,107184,269269,522401
"558","Carlisle","Middlesex County","MA","Carlisle","Carlisle town, Middlesex County, Massachusetts",2010,107639,46664,81196,129548,183370,250000,30890,97669,156489,232647,432251,607510
"559","Chelmsford","Middlesex County","MA","Chelmsford","Chelmsford town, Middlesex County, Massachusetts",2010,95197,40910,75752,113919,177680,250000,20519,54030,92139,128414,224781,362201
"560","Concord","Middlesex County","MA","Concord","Concord town, Middlesex County, Massachusetts",2010,87073,45740,73046,99487,129319,186797,27002,71725,122033,185794,509697,1005705
"561","Dracut","Middlesex County","MA","Dracut","Dracut town, Middlesex County, Massachusetts",2010,102222,38250,78614,114718,179900,250000,19697,48062,71494,100287,162545,224328
"562","Dunstable","Middlesex County","MA","Dunstable","Dunstable town, Middlesex County, Massachusetts",2010,90341,41354,71051,107260,146711,224567,33579,73899,110563,148096,237232,353645
"563","Everett","Middlesex County","MA","Everett","Everett city, Middlesex County, Massachusetts",2010,64865,21054,49710,82347,137977,250000,12107,30063,50274,75829,142759,232517
"564","Framingham","Middlesex County","MA","Framingham","Framingham town, Middlesex County, Massachusetts",2010,155000,67722,125694,195340,250000,250000,14066,38275,65366,104239,196703,307832
"565","Groton","Middlesex County","MA","Groton","Groton town, Middlesex County, Massachusetts",2010,92550,38114,72613,110379,151228,232509,34274,81550,120594,172807,302383,445092
"566","Holliston","Middlesex County","MA","Holliston","Holliston town, Middlesex County, Massachusetts",2010,119858,49632,95535,149014,237091,250000,27876,65626,103802,148054,266090,415812
"567","Hopkinton","Middlesex County","MA","Hopkinton","Hopkinton town, Middlesex County, Massachusetts",2010,70833,35180,59993,85117,118342,181184,36891,84337,123882,189896,413399,772849
"568","Hudson","Middlesex County","MA","Hudson","Hudson town, Middlesex County, Massachusetts",2010,113594,55895,89295,124500,164691,231734,15391,42427,74412,110028,185437,260100
"569","Lexington","Middlesex County","MA","Lexington","Lexington town, Middlesex County, Massachusetts",2010,49737,21168,38693,63001,89831,154161,27463,81590,132024,192813,431936,737939
"570","Lincoln","Middlesex County","MA","Lincoln","Lincoln town, Middlesex County, Massachusetts",2010,64061,26233,51090,82796,130600,206196,36168,81358,124016,196793,431675,804289
"571","Littleton","Middlesex County","MA","Littleton","Littleton town, Middlesex County, Massachusetts",2010,123853,56886,99966,134866,205160,250000,18729,62866,101994,140266,248989,404775
"572","Lowell","Middlesex County","MA","Lowell","Lowell city, Middlesex County, Massachusetts",2010,103600,48107,86292,121931,180360,250000,10289,28381,50299,74307,136400,208166
"573","Malden","Middlesex County","MA","Malden","Malden city, Middlesex County, Massachusetts",2010,120240,63407,104119,151486,229559,250000,11964,31432,56100,85190,149042,220020
"574","Marlborough","Middlesex County","MA","Marlborough","Marlborough city, Middlesex County, Massachusetts",2010,74983,29463,60241,91184,131345,208931,16326,41603,72038,112103,202271,304647
"575","Maynard","Middlesex County","MA","Maynard","Maynard town, Middlesex County, Massachusetts",2010,130637,53211,107825,158379,241453,250000,17291,43127,75175,101659,173489,254987
"576","Medford","Middlesex County","MA","Medford","Medford city, Middlesex County, Massachusetts",2010,121104,62890,105179,152636,236658,250000,14675,40930,69177,102498,184624,284403
"577","Melrose","Middlesex County","MA","Melrose","Melrose city, Middlesex County, Massachusetts",2010,103616,37758,84034,115852,168179,244213,16491,48347,81499,116373,202636,294597
"578",NA,"Middlesex County","MA","Middlesex County","Middlesex County, Massachusetts",2010,50192,18281,39632,61833,89831,149226,16473,46279,77669,117954,252917,451078
"579","Natick","Middlesex County","MA","Natick","Natick town, Middlesex County, Massachusetts",2010,56347,21808,42958,70729,101566,161885,21881,56373,89232,130902,264525,430525
"580","Newton","Middlesex County","MA","Newton","Newton city, Middlesex County, Massachusetts",2010,71617,28530,54370,91882,134090,220846,21089,62260,107880,172893,430457,801882
"581","North Reading","Middlesex County","MA","North Reading","North Reading town, Middlesex County, Massachusetts",2010,75597,28414,60097,86354,119145,193613,24577,67751,96893,133146,239255,378780
"582","Pepperell","Middlesex County","MA","Pepperell","Pepperell town, Middlesex County, Massachusetts",2010,70102,27488,53411,83990,124517,189118,23900,54208,84089,121042,199548,272480
"583","Reading","Middlesex County","MA","Reading","Reading town, Middlesex County, Massachusetts",2010,82482,31856,66141,95237,140673,223948,24986,65430,99088,140393,265175,435807
"584","Sherborn","Middlesex County","MA","Sherborn","Sherborn town, Middlesex County, Massachusetts",2010,77377,31398,61554,95366,145893,250000,33702,97062,149223,222810,448459,740860
"585","Shirley","Middlesex County","MA","Shirley","Shirley town, Middlesex County, Massachusetts",2010,87568,40372,73194,107776,158971,250000,18738,44608,69235,98398,150367,198420
"586","Somerville","Middlesex County","MA","Somerville","Somerville city, Middlesex County, Massachusetts",2010,107696,43234,82815,133041,219760,250000,12761,36561,61439,92696,170964,262593
"587","Stoneham","Middlesex County","MA","Stoneham","Stoneham town, Middlesex County, Massachusetts",2010,96016,49832,85611,111005,162551,239448,17136,46066,75382,108349,184032,269289
"588","Stow","Middlesex County","MA","Stow","Stow town, Middlesex County, Massachusetts",2010,82055,41277,67990,101284,138954,214138,32427,75767,113342,154032,270836,398540
"589","Sudbury","Middlesex County","MA","Sudbury","Sudbury town, Middlesex County, Massachusetts",2010,99130,44697,80638,119408,166159,250000,38826,101730,154591,215066,409299,718597
"590","Tewksbury","Middlesex County","MA","Tewksbury","Tewksbury town, Middlesex County, Massachusetts",2010,145250,64900,124304,185500,250000,250000,20868,53187,84126,118562,195620,293102
"591","Townsend","Middlesex County","MA","Townsend","Townsend town, Middlesex County, Massachusetts",2010,72598,31161,56742,79665,111882,171563,21554,55743,77391,105066,164024,210695
"592","Tyngsborough","Middlesex County","MA","Tyngsborough","Tyngsborough town, Middlesex County, Massachusetts",2010,61731,24071,47575,75998,112312,184538,22639,55090,94479,131087,230722,360752
"593","Wakefield","Middlesex County","MA","Wakefield","Wakefield town, Middlesex County, Massachusetts",2010,76574,31672,60241,90387,127571,204644,21835,54854,88965,127630,206133,297432
"594","Waltham","Middlesex County","MA","Waltham","Waltham city, Middlesex County, Massachusetts",2010,117440,58692,87438,137419,176929,250000,12798,39810,66675,100722,191417,286871
"595","Watertown","Middlesex County","MA","Watertown","Watertown Town city, Middlesex County, Massachusetts",2010,153295,71900,130536,185559,249167,250000,18491,48044,74836,107731,195991,298500
"596","Wayland","Middlesex County","MA","Wayland","Wayland town, Middlesex County, Massachusetts",2010,84149,37678,67766,99819,139283,197599,34544,79053,127736,190163,495540,929901
"597","Westford","Middlesex County","MA","Westford","Westford town, Middlesex County, Massachusetts",2010,76533,40635,65607,89415,128500,178763,35494,79572,120341,166914,305244,505406
"598","Weston","Middlesex County","MA","Weston","Weston town, Middlesex County, Massachusetts",2010,95568,40000,74630,111919,157159,229567,30960,89122,154105,276654,833332,1414986
"599","Wilmington","Middlesex County","MA","Wilmington","Wilmington town, Middlesex County, Massachusetts",2010,89246,38934,69788,108697,151771,214924,31258,65064,96444,130028,216725,317211
"600","Winchester","Middlesex County","MA","Winchester","Winchester town, Middlesex County, Massachusetts",2010,66346,24955,52676,81094,125389,210031,24008,70322,123576,200851,448008,777906
"601","Woburn","Middlesex County","MA","Woburn","Woburn city, Middlesex County, Massachusetts",2010,74081,32587,61585,89030,130052,208750,17867,45293,70785,100154,163248,226148
"602",NA,"NA County",NA,"United States","United States",2010,129805,53881,103192,151941,243848,250000,11905,31072,52153,81365,177922,315076
"603",NA,"NA County","MA","MA","Massachusetts",2010,121168,58798,98200,140086,193488,250000,12951,37231,64787,100390,214128,376447
"604",NA,"Nantucket County","MA","Nantucket County","Nantucket County, Massachusetts",2010,148512,61034,125104,192778,250000,250000,18907,53278,84534,126279,406054,936479
"605","Nantucket","Nantucket County","MA","Nantucket","Nantucket town, Nantucket County, Massachusetts",2010,94900,47403,82512,110519,154850,234321,18907,53278,84534,126279,406054,936479
"606","Avon","Norfolk County","MA","Avon","Avon town, Norfolk County, Massachusetts",2010,121572,48076,93756,159725,248250,250000,20606,45240,70266,100808,150553,196731
"607","Bellingham","Norfolk County","MA","Bellingham","Bellingham town, Norfolk County, Massachusetts",2010,71060,34273,56837,85110,120195,177536,21729,49102,76636,107075,166944,228268
"608","Braintree","Norfolk County","MA","Braintree","Braintree Town city, Norfolk County, Massachusetts",2010,64509,24424,50479,80544,124643,222227,19544,50282,80801,116631,212841,333066
"609","Brookline","Norfolk County","MA","Brookline","Brookline town, Norfolk County, Massachusetts",2010,83347,37394,69759,101697,149625,250000,12750,50470,94428,152414,425639,850738
"610","Canton","Norfolk County","MA","Canton","Canton town, Norfolk County, Massachusetts",2010,83347,37394,69759,101697,149625,250000,17320,51689,89105,127522,270462,486913
"611","Cohasset","Norfolk County","MA","Cohasset","Cohasset town, Norfolk County, Massachusetts",2010,67313,29902,56084,87257,113833,174388,25729,71022,114915,187083,429607,757608
"612","Dedham","Norfolk County","MA","Dedham","Dedham town, Norfolk County, Massachusetts",2010,78290,35741,60560,92621,122216,174258,19643,51108,81047,119401,246741,440288
"613","Dover","Norfolk County","MA","Dover","Dover town, Norfolk County, Massachusetts",2010,81146,35408,65144,96192,139477,218343,42855,95693,165177,260952,637902,1085608
"614","Foxborough","Norfolk County","MA","Foxborough","Foxborough town, Norfolk County, Massachusetts",2010,95448,31852,70221,119751,200566,250000,25586,57496,92373,131199,235043,372433
"615","Franklin","Norfolk County","MA","Franklin","Franklin Town city, Norfolk County, Massachusetts",2010,89705,36839,71021,106186,159217,250000,21033,59021,90672,128416,233007,383232
"616","Holbrook","Norfolk County","MA","Holbrook","Holbrook town, Norfolk County, Massachusetts",2010,114214,50267,86266,138325,232568,250000,18751,41756,63451,89869,154883,224718
"617","Medfield","Norfolk County","MA","Medfield","Medfield town, Norfolk County, Massachusetts",2010,80865,36759,64956,99062,144744,250000,32470,81092,126021,183567,421890,741302
"618","Medway","Norfolk County","MA","Medway","Medway town, Norfolk County, Massachusetts",2010,164583,68159,125622,205182,250000,250000,27574,65011,101372,140408,249856,388435
"619","Millis","Norfolk County","MA","Millis","Millis town, Norfolk County, Massachusetts",2010,93397,39495,72374,107917,160227,250000,25304,52589,83537,118500,197362,302971
"620","Milton","Norfolk County","MA","Milton","Milton town, Norfolk County, Massachusetts",2010,89330,40461,75833,107004,155686,247750,21025,61847,98618,150504,297009,506072
"621",NA,"Norfolk County","MA","Norfolk County","Norfolk County, Massachusetts",2010,62623,32613,53907,72495,111920,161346,17427,48675,81123,122447,274764,505375
"622","Needham","Norfolk County","MA","Needham","Needham town, Norfolk County, Massachusetts",2010,126048,54270,103554,155744,226132,250000,24333,72804,116499,186506,393286,680052
"623","Norfolk","Norfolk County","MA","Norfolk","Norfolk town, Norfolk County, Massachusetts",2010,102002,49058,85597,118434,165756,250000,31720,78658,114280,157188,310981,511672
"624","Norwood","Norfolk County","MA","Norwood","Norwood town, Norfolk County, Massachusetts",2010,85472,42341,67038,103132,134070,223188,19874,48668,73411,104492,174705,253266
"625","Plainville","Norfolk County","MA","Plainville","Plainville town, Norfolk County, Massachusetts",2010,97421,40000,82872,120603,187616,250000,17775,46637,74234,106214,168325,231946
"626","Quincy","Norfolk County","MA","Quincy","Quincy city, Norfolk County, Massachusetts",2010,81027,33058,63777,99691,152111,250000,12844,35786,59754,89622,164285,249382
"627","Randolph","Norfolk County","MA","Randolph","Randolph town, Norfolk County, Massachusetts",2010,114365,51344,95985,144828,228031,250000,13305,36662,64852,95989,162808,231960
"628","Sharon","Norfolk County","MA","Sharon","Sharon town, Norfolk County, Massachusetts",2010,113266,54322,96462,137804,180029,250000,23892,71006,116485,165809,338862,581821
"629","Stoughton","Norfolk County","MA","Stoughton","Stoughton town, Norfolk County, Massachusetts",2010,72472,33740,60761,87865,125801,181680,13872,37522,66906,103395,178157,257207
"630","Walpole","Norfolk County","MA","Walpole","Walpole town, Norfolk County, Massachusetts",2010,73645,33151,59791,91232,122654,180140,23645,58164,91272,137047,269128,465981
"631","Wellesley","Norfolk County","MA","Wellesley","Wellesley town, Norfolk County, Massachusetts",2010,59803,23460,47873,73991,109162,180616,23193,80406,141918,239775,583039,1037470
"632","Westwood","Norfolk County","MA","Westwood","Westwood town, Norfolk County, Massachusetts",2010,64607,23446,50542,81000,112816,183541,19579,64217,115869,181301,398480,723694
"633","Weymouth","Norfolk County","MA","Weymouth","Weymouth Town city, Norfolk County, Massachusetts",2010,115172,49009,92274,139932,197577,250000,15955,41637,66231,99269,178266,277294
"634","Wrentham","Norfolk County","MA","Wrentham","Wrentham town, Norfolk County, Massachusetts",2010,67175,23495,51646,81918,125761,185173,25359,61362,94470,140454,294893,531704
"635","Abington","Plymouth County","MA","Abington","Abington town, Plymouth County, Massachusetts",2010,89697,43089,73126,112194,163973,250000,17349,47970,75161,107713,170482,243858
"636","Bridgewater","Plymouth County","MA","Bridgewater","Bridgewater town, Plymouth County, Massachusetts",2010,139784,48979,108236,181758,250000,250000,24910,56794,86233,115386,191415,281231
"637","Brockton","Plymouth County","MA","Brockton","Brockton city, Plymouth County, Massachusetts",2010,114250,38919,92895,143184,231141,250000,11229,29761,50834,76424,134438,199068
"638","Carver","Plymouth County","MA","Carver","Carver town, Plymouth County, Massachusetts",2010,65849,29637,53728,80239,120011,184264,17824,42918,70815,98887,153179,197759
